대여소명,자치구,lat,long,LCD거치대수,text
현대고등학교 건너편,강남구,37.524071,127.02179,10.0,현대고등학교 건너편 (강남구)<br>거치대 수: 10.0
교보타워 버스정류장(신논현역 3번출구 후면),강남구,37.505581,127.024277,10.0,교보타워 버스정류장(신논현역 3번출구 후면) (강남구)<br>거치대 수: 10.0
논현역 7번출구,강남구,37.511517,127.021477,15.0,논현역 7번출구 (강남구)<br>거치대 수: 15.0
신영 ROYAL PALACE 앞,강남구,37.512527,127.035835,10.0,신영 ROYAL PALACE 앞 (강남구)<br>거치대 수: 10.0
MCM 본사 직영점 앞,강남구,37.520641,127.034508,10.0,MCM 본사 직영점 앞 (강남구)<br>거치대 수: 10.0
압구정역 2번 출구 옆,강남구,37.527122,127.028717,30.0,압구정역 2번 출구 옆 (강남구)<br>거치대 수: 30.0
압구정 한양 3차 아파트,강남구,37.528614,127.038559,10.0,압구정 한양 3차 아파트 (강남구)<br>거치대 수: 10.0
압구정파출소 앞,강남구,37.529301,127.035599,14.0,압구정파출소 앞 (강남구)<br>거치대 수: 14.0
청담역(우리들병원 앞),강남구,37.518902,127.049385,10.0,청담역(우리들병원 앞) (강남구)<br>거치대 수: 10.0
청담동 맥도날드 옆(위치),강남구,37.523613,127.040176,10.0,청담동 맥도날드 옆(위치) (강남구)<br>거치대 수: 10.0
학동로 래미안 아파트 앞,강남구,37.517773,127.043022,10.0,학동로 래미안 아파트 앞 (강남구)<br>거치대 수: 10.0
청담역 13번 출구 앞,강남구,37.52058,127.056328,10.0,청담역 13번 출구 앞 (강남구)<br>거치대 수: 10.0
금원빌딩 앞,강남구,37.525116,127.052467,10.0,금원빌딩 앞 (강남구)<br>거치대 수: 10.0
청담나들목입구,강남구,37.521275,127.061035,10.0,청담나들목입구 (강남구)<br>거치대 수: 10.0
봉은사역 5번출구 옆,강남구,37.514248,127.061119,10.0,봉은사역 5번출구 옆 (강남구)<br>거치대 수: 10.0
삼성역 8번출구,강남구,37.509575,127.063408,20.0,삼성역 8번출구 (강남구)<br>거치대 수: 20.0
삼성도로공원,강남구,37.515888,127.0662,10.0,삼성도로공원 (강남구)<br>거치대 수: 10.0
삼성중앙역4번출구(문화센터더 리빌),강남구,37.513577,127.055031,15.0,삼성중앙역4번출구(문화센터더 리빌) (강남구)<br>거치대 수: 15.0
포스코4거리 서측(수협 삼성동 지점),강남구,37.506607,127.05468,10.0,포스코4거리 서측(수협 삼성동 지점) (강남구)<br>거치대 수: 10.0
도곡역 대치지구대 방향,강남구,37.491928,127.056969,10.0,도곡역 대치지구대 방향 (강남구)<br>거치대 수: 10.0
학여울역 사거리,강남구,37.496117,127.069443,10.0,학여울역 사거리 (강남구)<br>거치대 수: 10.0
삼성역 3번 출구,강남구,37.508091,127.063103,15.0,삼성역 3번 출구 (강남구)<br>거치대 수: 15.0
주식회사 오뚜기 정문 앞,강남구,37.502213,127.067207,10.0,주식회사 오뚜기 정문 앞 (강남구)<br>거치대 수: 10.0
천주교 대치 2동 교회 옆,강남구,37.500439,127.066223,10.0,천주교 대치 2동 교회 옆 (강남구)<br>거치대 수: 10.0
대치동 버거킹대치점,강남구,37.49865,127.059319,10.0,대치동 버거킹대치점 (강남구)<br>거치대 수: 10.0
대치동 삼성로,강남구,37.502396,127.0588,10.0,대치동 삼성로 (강남구)<br>거치대 수: 10.0
뱅뱅사거리 랜드마크타워 앞,강남구,37.490551,127.031464,15.0,뱅뱅사거리 랜드마크타워 앞 (강남구)<br>거치대 수: 15.0
르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,37.503586,127.042641,10.0,르네상스 호텔 사거리 역삼지하보도 7번출구 앞 (강남구)<br>거치대 수: 10.0
르네상스호텔사거리 역삼지하보도 2번출구,강남구,37.502357,127.04319,10.0,르네상스호텔사거리 역삼지하보도 2번출구 (강남구)<br>거치대 수: 10.0
스타벅스 앞,강남구,37.492199,127.039459,10.0,스타벅스 앞 (강남구)<br>거치대 수: 10.0
동영문화센터앞,강남구,37.498051,127.044601,20.0,동영문화센터앞 (강남구)<br>거치대 수: 20.0
선릉역3번출구,강남구,37.504208,127.048965,15.0,선릉역3번출구 (강남구)<br>거치대 수: 15.0
양재역 3번출구 주변,강남구,37.485157,127.034073,15.0,양재역 3번출구 주변 (강남구)<br>거치대 수: 15.0
삼호아파트 2동 ( 간선도로),강남구,37.493759,127.045898,15.0,삼호아파트 2동 ( 간선도로) (강남구)<br>거치대 수: 15.0
3호선 매봉역 3번출구앞,강남구,37.486767,127.046761,10.0,3호선 매봉역 3번출구앞 (강남구)<br>거치대 수: 10.0
강남세브란스교차로 래미안그레이튼 104동 앞,강남구,37.494236,127.047462,10.0,강남세브란스교차로 래미안그레이튼 104동 앞 (강남구)<br>거치대 수: 10.0
대모산입구역 2번출구 앞,강남구,37.492077,127.071976,15.0,대모산입구역 2번출구 앞 (강남구)<br>거치대 수: 15.0
현대아파트 정문 앞,강남구,37.483261,127.052299,10.0,현대아파트 정문 앞 (강남구)<br>거치대 수: 10.0
삼호물산버스정류장(23370) 옆,강남구,37.477509,127.045174,15.0,삼호물산버스정류장(23370) 옆 (강남구)<br>거치대 수: 15.0
일원역 4~5번 출구 사이,강남구,37.483311,127.084938,10.0,일원역 4~5번 출구 사이 (강남구)<br>거치대 수: 10.0
대청역 1번출구 뒤,강남구,37.494007,127.079514,10.0,대청역 1번출구 뒤 (강남구)<br>거치대 수: 10.0
세곡사거리 대왕파출소 앞,강남구,37.465317,127.107727,10.0,세곡사거리 대왕파출소 앞 (강남구)<br>거치대 수: 10.0
리엔파크 2단지 앞,강남구,37.465061,127.101196,10.0,리엔파크 2단지 앞 (강남구)<br>거치대 수: 10.0
두산건설 본사,강남구,37.518639,127.0354,15.0,두산건설 본사 (강남구)<br>거치대 수: 15.0
포스코사거리(기업은행),강남구,37.507233,127.056854,20.0,포스코사거리(기업은행) (강남구)<br>거치대 수: 20.0
역삼빌딩 앞(하나은행 옆),강남구,37.501545,127.038567,10.0,역삼빌딩 앞(하나은행 옆) (강남구)<br>거치대 수: 10.0
래미안그레이튼102동앞,강남구,37.494823,127.047905,10.0,래미안그레이튼102동앞 (강남구)<br>거치대 수: 10.0
청소년수련관(수영장)앞,강남구,37.483879,127.089027,15.0,청소년수련관(수영장)앞 (강남구)<br>거치대 수: 15.0
서울본부세관(건설회관 앞),강남구,37.51759,127.035027,10.0,서울본부세관(건설회관 앞) (강남구)<br>거치대 수: 10.0
강남구청역 2번출구 뒤,강남구,37.516811,127.040474,10.0,강남구청역 2번출구 뒤 (강남구)<br>거치대 수: 10.0
청담역 2번출구,강남구,37.519787,127.056763,5.0,청담역 2번출구 (강남구)<br>거치대 수: 5.0
삼성역 5~6번 출구 사이,강남구,37.509121,127.062309,25.0,삼성역 5~6번 출구 사이 (강남구)<br>거치대 수: 25.0
강남구청,강남구,37.51807,127.047119,10.0,강남구청 (강남구)<br>거치대 수: 10.0
르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번,강남구,37.501949,127.04277,15.0,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 (강남구)<br>거치대 수: 15.0
구룡초사거리 (현대아파트10동 앞 ),강남구,37.481384,127.053917,10.0,구룡초사거리 (현대아파트10동 앞 ) (강남구)<br>거치대 수: 10.0
"국립국악중,고교 정문 맞은편",강남구,37.475605,127.050377,10.0,"국립국악중,고교 정문 맞은편 (강남구)<br>거치대 수: 10.0"
도곡1동 주민센터 교차로,강남구,37.492809,127.041389,15.0,도곡1동 주민센터 교차로 (강남구)<br>거치대 수: 15.0
압구정역 교차로,강남구,37.526844,127.028259,10.0,압구정역 교차로 (강남구)<br>거치대 수: 10.0
신사동 가로수길 입구,강남구,37.517635,127.022453,10.0,신사동 가로수길 입구 (강남구)<br>거치대 수: 10.0
강남 을지병원 교차로,강남구,37.51918,127.027466,15.0,강남 을지병원 교차로 (강남구)<br>거치대 수: 15.0
도산대로 렉서스 앞,강남구,37.52124,127.031898,10.0,도산대로 렉서스 앞 (강남구)<br>거치대 수: 10.0
K+ 타워 앞,강남구,37.5233,127.038475,15.0,K+ 타워 앞 (강남구)<br>거치대 수: 15.0
도곡동 경남아파트 건너편,강남구,37.489342,127.041298,10.0,도곡동 경남아파트 건너편 (강남구)<br>거치대 수: 10.0
KT선릉타워,강남구,37.505428,127.052872,20.0,KT선릉타워 (강남구)<br>거치대 수: 20.0
한티역 3번출구,강남구,37.496552,127.054298,20.0,한티역 3번출구 (강남구)<br>거치대 수: 20.0
한국우편사업진흥원,강남구,37.514748,127.035133,10.0,한국우편사업진흥원 (강남구)<br>거치대 수: 10.0
대치역 사거리,강남구,37.494499,127.063797,10.0,대치역 사거리 (강남구)<br>거치대 수: 10.0
개포동역 사거리,강남구,37.489277,127.065575,20.0,개포동역 사거리 (강남구)<br>거치대 수: 20.0
수서역 1번출구 앞,강남구,37.48735,127.100998,10.0,수서역 1번출구 앞 (강남구)<br>거치대 수: 10.0
수서역 6번출구 앞,강남구,37.486778,127.100517,20.0,수서역 6번출구 앞 (강남구)<br>거치대 수: 20.0
수서역 5번출구 뒤,강남구,37.486835,127.102753,10.0,수서역 5번출구 뒤 (강남구)<br>거치대 수: 10.0
삼성동베이직하우스앞,강남구,37.511696,127.049347,15.0,삼성동베이직하우스앞 (강남구)<br>거치대 수: 15.0
언주역 6번출구앞,강남구,37.506367,127.034523,8.0,언주역 6번출구앞 (강남구)<br>거치대 수: 8.0
역삼동 sk뷰 501동앞,강남구,37.501343,127.050468,11.0,역삼동 sk뷰 501동앞 (강남구)<br>거치대 수: 11.0
보금자리정원,강남구,37.466328,127.094887,10.0,보금자리정원 (강남구)<br>거치대 수: 10.0
자곡사거리,강남구,37.476028,127.105942,10.0,자곡사거리 (강남구)<br>거치대 수: 10.0
학동역,강남구,37.51395,127.030151,10.0,학동역 (강남구)<br>거치대 수: 10.0
sk 동우주유소 앞,강남구,37.509586,127.040909,10.0,sk 동우주유소 앞 (강남구)<br>거치대 수: 10.0
래미안강남힐즈 사거리,강남구,37.472454,127.096077,10.0,래미안강남힐즈 사거리 (강남구)<br>거치대 수: 10.0
강남구 도시관리공단,강남구,37.516785,127.051613,10.0,강남구 도시관리공단 (강남구)<br>거치대 수: 10.0
경기여자고등학교 후문 (삼성로3길 입구),강남구,37.48616,127.067238,15.0,경기여자고등학교 후문 (삼성로3길 입구) (강남구)<br>거치대 수: 15.0
구룡마을 입구 (래미안블레스티지 아파트),강남구,37.480881,127.063042,10.0,구룡마을 입구 (래미안블레스티지 아파트) (강남구)<br>거치대 수: 10.0
구룡터널 입구(개포1단지아파트),강남구,37.475986,127.059624,10.0,구룡터널 입구(개포1단지아파트) (강남구)<br>거치대 수: 10.0
구룡산 입구 (구룡산 서울둘레길 입구),강남구,37.474579,127.05545,15.0,구룡산 입구 (구룡산 서울둘레길 입구) (강남구)<br>거치대 수: 15.0
구룡사 앞 교차로 (보도육교),강남구,37.472,127.051338,10.0,구룡사 앞 교차로 (보도육교) (강남구)<br>거치대 수: 10.0
래미안강남포레스트 입구 (보도육교),강남구,37.479092,127.055397,10.0,래미안강남포레스트 입구 (보도육교) (강남구)<br>거치대 수: 10.0
개포1단지아파트 입구 (보도육교),강남구,37.47929,127.055733,10.0,개포1단지아파트 입구 (보도육교) (강남구)<br>거치대 수: 10.0
영동3교 북단(우성캐릭터 앞 보도),강남구,37.485741,127.051048,15.0,영동3교 북단(우성캐릭터 앞 보도) (강남구)<br>거치대 수: 15.0
더라움,강남구,37.50811,127.039452,10.0,더라움 (강남구)<br>거치대 수: 10.0
밀알학교 입구 (삼성서울병원 입구),강남구,37.486561,127.082672,15.0,밀알학교 입구 (삼성서울병원 입구) (강남구)<br>거치대 수: 15.0
공무원연금매점 교차로 (개포주공9단지 입구),강남구,37.48872,127.074539,15.0,공무원연금매점 교차로 (개포주공9단지 입구) (강남구)<br>거치대 수: 15.0
대모산입구역 4번 출구 앞,강남구,37.49181,127.073158,10.0,대모산입구역 4번 출구 앞 (강남구)<br>거치대 수: 10.0
청담공원앞 교차로,강남구,37.518711,127.05085,20.0,청담공원앞 교차로 (강남구)<br>거치대 수: 20.0
논현동 광명빌딩 앞,강남구,37.51757,127.023643,10.0,논현동 광명빌딩 앞 (강남구)<br>거치대 수: 10.0
역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),강남구,37.49847,127.030113,10.0,역삼.서초.삼성 세무서 앞 (역삼빌딩 앞) (강남구)<br>거치대 수: 10.0
강남한양수자인아파트,강남구,37.477341,127.113274,14.0,강남한양수자인아파트 (강남구)<br>거치대 수: 14.0
역삼동 디오슈페리움 (우성아파트 사거리),강남구,37.492062,127.030746,20.0,역삼동 디오슈페리움 (우성아파트 사거리) (강남구)<br>거치대 수: 20.0
포스코피앤에스타워 (역삼역 3번출구 부근),강남구,37.499599,127.033752,10.0,포스코피앤에스타워 (역삼역 3번출구 부근) (강남구)<br>거치대 수: 10.0
세곡동 성당,강남구,37.472969,127.112228,15.0,세곡동 성당 (강남구)<br>거치대 수: 15.0
일원1동 주민센터,강남구,37.491791,127.088211,15.0,일원1동 주민센터 (강남구)<br>거치대 수: 15.0
광진교 남단 사거리(디지털프라자앞),강동구,37.541805,127.124718,14.0,광진교 남단 사거리(디지털프라자앞) (강동구)<br>거치대 수: 14.0
해공공원(천호동),강동구,37.545219,127.125916,10.0,해공공원(천호동) (강동구)<br>거치대 수: 10.0
해공도서관앞,강동구,37.543915,127.125458,20.0,해공도서관앞 (강동구)<br>거치대 수: 20.0
삼성광나루아파트 버스정류장,강동구,37.553349,127.12886,10.0,삼성광나루아파트 버스정류장 (강동구)<br>거치대 수: 10.0
롯데캐슬 115동앞,강동구,37.55492,127.142799,15.0,롯데캐슬 115동앞 (강동구)<br>거치대 수: 15.0
암사동 선사유적지,강동구,37.559517,127.130844,16.0,암사동 선사유적지 (강동구)<br>거치대 수: 16.0
암사역 3번출구(국민은행앞),강동구,37.549549,127.127151,10.0,암사역 3번출구(국민은행앞) (강동구)<br>거치대 수: 10.0
천호역4번출구(현대백화점),강동구,37.538658,127.124214,20.0,천호역4번출구(현대백화점) (강동구)<br>거치대 수: 20.0
강동세무서,강동구,37.534481,127.138344,20.0,강동세무서 (강동구)<br>거치대 수: 20.0
LIGA 아파트 앞,강동구,37.534771,127.135239,20.0,LIGA 아파트 앞 (강동구)<br>거치대 수: 20.0
서울 상운차량,강동구,37.536026,127.122726,15.0,서울 상운차량 (강동구)<br>거치대 수: 15.0
강동구청역 1번 출입구,강동구,37.530773,127.120926,15.0,강동구청역 1번 출입구 (강동구)<br>거치대 수: 15.0
강동구평생학습관앞,강동구,37.5508,127.142624,15.0,강동구평생학습관앞 (강동구)<br>거치대 수: 15.0
샛마을 근린공원,강동구,37.550079,127.146912,13.0,샛마을 근린공원 (강동구)<br>거치대 수: 13.0
해뜨는 주유소옆 리엔파크 109동앞,강동구,37.559399,127.171158,10.0,해뜨는 주유소옆 리엔파크 109동앞 (강동구)<br>거치대 수: 10.0
맥도날드(길동),강동구,37.535473,127.145172,20.0,맥도날드(길동) (강동구)<br>거치대 수: 20.0
둔촌 주공 GS 맞은편,강동구,37.524681,127.135406,20.0,둔촌 주공 GS 맞은편 (강동구)<br>거치대 수: 20.0
다성이즈빌아파트(호원대 대각선 맞은편),강동구,37.526825,127.130028,10.0,다성이즈빌아파트(호원대 대각선 맞은편) (강동구)<br>거치대 수: 10.0
강동경찰서,강동구,37.52829,127.126801,15.0,강동경찰서 (강동구)<br>거치대 수: 15.0
강일동 리슈빌 빌딩앞,강동구,37.564301,127.17395,15.0,강일동 리슈빌 빌딩앞 (강동구)<br>거치대 수: 15.0
길동 사거리(초소앞),강동구,37.533764,127.138031,20.0,길동 사거리(초소앞) (강동구)<br>거치대 수: 20.0
한국종합기술사옥 앞,강동구,37.549999,127.17469,15.0,한국종합기술사옥 앞 (강동구)<br>거치대 수: 15.0
강동구청 앞,강동구,37.529251,127.123108,10.0,강동구청 앞 (강동구)<br>거치대 수: 10.0
상일초등학교,강동구,37.546841,127.172516,10.0,상일초등학교 (강동구)<br>거치대 수: 10.0
대명초교 입구 교차로,강동구,37.546631,127.155884,14.0,대명초교 입구 교차로 (강동구)<br>거치대 수: 14.0
프라자 아파트 앞,강동구,37.535999,127.147697,20.0,프라자 아파트 앞 (강동구)<br>거치대 수: 20.0
포레스 주상복합 빌딩,강동구,37.5331,127.12278,10.0,포레스 주상복합 빌딩 (강동구)<br>거치대 수: 10.0
롯데 시네마,강동구,37.536541,127.125397,10.0,롯데 시네마 (강동구)<br>거치대 수: 10.0
미호 플랜트 앞,강동구,37.527061,127.12207,15.0,미호 플랜트 앞 (강동구)<br>거치대 수: 15.0
암사동 CBIS,강동구,37.555851,127.129898,15.0,암사동 CBIS (강동구)<br>거치대 수: 15.0
선사고등학교,강동구,37.556728,127.136208,20.0,선사고등학교 (강동구)<br>거치대 수: 20.0
고덕동 아남아파트,강동구,37.557991,127.144707,10.0,고덕동 아남아파트 (강동구)<br>거치대 수: 10.0
고덕동 래미안 힐스테이트,강동구,37.561909,127.150749,15.0,고덕동 래미안 힐스테이트 (강동구)<br>거치대 수: 15.0
고덕역 4번출구,강동구,37.555016,127.155273,20.0,고덕역 4번출구 (강동구)<br>거치대 수: 20.0
고덕동 주양쇼핑,강동구,37.551998,127.153297,10.0,고덕동 주양쇼핑 (강동구)<br>거치대 수: 10.0
강일리버파크 6단지,강동구,37.562588,127.177612,10.0,강일리버파크 6단지 (강동구)<br>거치대 수: 10.0
강일 다솜 어린이 공원,강동구,37.568668,127.174797,10.0,강일 다솜 어린이 공원 (강동구)<br>거치대 수: 10.0
고덕초등학교,강동구,37.561279,127.167801,7.0,고덕초등학교 (강동구)<br>거치대 수: 7.0
묘곡초등학교,강동구,37.559196,127.153297,10.0,묘곡초등학교 (강동구)<br>거치대 수: 10.0
강일리버파크 2~5단지,강동구,37.568562,127.177002,10.0,강일리버파크 2~5단지 (강동구)<br>거치대 수: 10.0
굽은다리역,강동구,37.545399,127.142601,15.0,굽은다리역 (강동구)<br>거치대 수: 15.0
건강보험 강동지사kt,강동구,37.536381,127.137253,10.0,건강보험 강동지사kt (강동구)<br>거치대 수: 10.0
동부기업(둔촌동),강동구,37.531013,127.142365,10.0,동부기업(둔촌동) (강동구)<br>거치대 수: 10.0
강일리버파크 10단지,강동구,37.56118,127.180267,10.0,강일리버파크 10단지 (강동구)<br>거치대 수: 10.0
둔촌역 3번 출입구,강동구,37.526695,127.135529,15.0,둔촌역 3번 출입구 (강동구)<br>거치대 수: 15.0
양지시장 (용성약국앞) 입구,강동구,37.554829,127.137321,15.0,양지시장 (용성약국앞) 입구 (강동구)<br>거치대 수: 15.0
리싸이클시티,강동구,37.556469,127.156822,10.0,리싸이클시티 (강동구)<br>거치대 수: 10.0
동명근린공원 진입로 (아리수로),강동구,37.562538,127.164528,8.0,동명근린공원 진입로 (아리수로) (강동구)<br>거치대 수: 8.0
말우물 어린이 공원,강동구,37.560009,127.169579,10.0,말우물 어린이 공원 (강동구)<br>거치대 수: 10.0
강일리버파크 7~11단지,강동구,37.563332,127.179092,10.0,강일리버파크 7~11단지 (강동구)<br>거치대 수: 10.0
능골근린공원,강동구,37.55579,127.173813,15.0,능골근린공원 (강동구)<br>거치대 수: 15.0
고덕숲 아이파크 1,강동구,37.553471,127.165001,12.0,고덕숲 아이파크 1 (강동구)<br>거치대 수: 12.0
래미안 강동팰리스(102동),강동구,37.538181,127.131752,15.0,래미안 강동팰리스(102동) (강동구)<br>거치대 수: 15.0
천일초교 사거리,강동구,37.544659,127.132637,8.0,천일초교 사거리 (강동구)<br>거치대 수: 8.0
천호초교 입구 사거리(일주빌딩),강동구,37.546928,127.134621,10.0,천호초교 입구 사거리(일주빌딩) (강동구)<br>거치대 수: 10.0
고덕숲 아이파크 2,강동구,37.551079,127.162621,15.0,고덕숲 아이파크 2 (강동구)<br>거치대 수: 15.0
서원마을,강동구,37.56382,127.132843,10.0,서원마을 (강동구)<br>거치대 수: 10.0
"미아역 3번,4번 출구 사이",강북구,37.62608,127.026482,9.0,"미아역 3번,4번 출구 사이 (강북구)<br>거치대 수: 9.0"
이디야 커피 수유역점 앞,강북구,37.639278,127.026756,12.0,이디야 커피 수유역점 앞 (강북구)<br>거치대 수: 12.0
다이소 삼양시장점,강북구,37.624157,127.018623,10.0,다이소 삼양시장점 (강북구)<br>거치대 수: 10.0
강북문화예술회관,강북구,37.640327,127.013359,20.0,강북문화예술회관 (강북구)<br>거치대 수: 20.0
서울북부수도사업소,강북구,37.634377,127.035751,10.0,서울북부수도사업소 (강북구)<br>거치대 수: 10.0
번동주공5단지 관리사무소 앞,강북구,37.633717,127.035515,10.0,번동주공5단지 관리사무소 앞 (강북구)<br>거치대 수: 10.0
번동 금호어울림아파트102동앞,강북구,37.631123,127.036034,9.0,번동 금호어울림아파트102동앞 (강북구)<br>거치대 수: 9.0
강북중학교 앞,강북구,37.644737,127.026566,20.0,강북중학교 앞 (강북구)<br>거치대 수: 20.0
강북구청 뒷편,강북구,37.639648,127.025124,20.0,강북구청 뒷편 (강북구)<br>거치대 수: 20.0
강북구청 사거리 버스정류소 앞,강북구,37.638805,127.028358,10.0,강북구청 사거리 버스정류소 앞 (강북구)<br>거치대 수: 10.0
송천동 주민센터,강북구,37.618286,127.024048,10.0,송천동 주민센터 (강북구)<br>거치대 수: 10.0
우이초등학교 후문 옆,강북구,37.638706,127.015907,10.0,우이초등학교 후문 옆 (강북구)<br>거치대 수: 10.0
SK telecom(수유직영점) 앞,강북구,37.643085,127.016167,10.0,SK telecom(수유직영점) 앞 (강북구)<br>거치대 수: 10.0
세븐일레븐 수유장미원점 앞,강북구,37.645451,127.015617,10.0,세븐일레븐 수유장미원점 앞 (강북구)<br>거치대 수: 10.0
성실교회,강북구,37.639862,127.022789,10.0,성실교회 (강북구)<br>거치대 수: 10.0
월드전기조명인테리어(우이동),강북구,37.654472,127.012756,10.0,월드전기조명인테리어(우이동) (강북구)<br>거치대 수: 10.0
미아동 복합청사,강북구,37.62714,127.026695,10.0,미아동 복합청사 (강북구)<br>거치대 수: 10.0
수유동 채선당앞,강북구,37.641739,127.024628,8.0,수유동 채선당앞 (강북구)<br>거치대 수: 8.0
미아역 1번 출구 뒤,강북구,37.627335,127.026054,10.0,미아역 1번 출구 뒤 (강북구)<br>거치대 수: 10.0
삼각산동 주민센터,강북구,37.615036,127.020699,10.0,삼각산동 주민센터 (강북구)<br>거치대 수: 10.0
미아동 한국전력공사,강북구,37.63018,127.02491,15.0,미아동 한국전력공사 (강북구)<br>거치대 수: 15.0
광산사거리,강북구,37.643551,127.022346,10.0,광산사거리 (강북구)<br>거치대 수: 10.0
미아사거리 1번 출구,강북구,37.613956,127.030251,10.0,미아사거리 1번 출구 (강북구)<br>거치대 수: 10.0
번3동 주민센터 교차로,강북구,37.626354,127.047447,10.0,번3동 주민센터 교차로 (강북구)<br>거치대 수: 10.0
"번동 주공3, 4단지 교차로",강북구,37.629917,127.040916,10.0,"번동 주공3, 4단지 교차로 (강북구)<br>거치대 수: 10.0"
북서울 꿈의 숲 동문,강북구,37.619637,127.044533,20.0,북서울 꿈의 숲 동문 (강북구)<br>거치대 수: 20.0
효성인텔리안 앞,강북구,37.636292,127.023376,10.0,효성인텔리안 앞 (강북구)<br>거치대 수: 10.0
번동 두산위브 101동 옆,강북구,37.636261,127.032173,20.0,번동 두산위브 101동 옆 (강북구)<br>거치대 수: 20.0
북한산 우이역,강북구,37.663666,127.012428,10.0,북한산 우이역 (강북구)<br>거치대 수: 10.0
솔밭공원역,강북구,37.656158,127.013138,8.0,솔밭공원역 (강북구)<br>거치대 수: 8.0
4.19민주묘지역,강북구,37.649673,127.013451,9.0,4.19민주묘지역 (강북구)<br>거치대 수: 9.0
가오리역,강북구,37.64167,127.016884,10.0,가오리역 (강북구)<br>거치대 수: 10.0
삼양역,강북구,37.62653,127.018059,10.0,삼양역 (강북구)<br>거치대 수: 10.0
삼양사거리역,강북구,37.621552,127.02037,10.0,삼양사거리역 (강북구)<br>거치대 수: 10.0
수유1동 주민센터,강북구,37.630188,127.017738,10.0,수유1동 주민센터 (강북구)<br>거치대 수: 10.0
솔샘역 2번 출구,강북구,37.62038,127.01368,10.0,솔샘역 2번 출구 (강북구)<br>거치대 수: 10.0
송천동우체국,강북구,37.615459,127.029701,10.0,송천동우체국 (강북구)<br>거치대 수: 10.0
꿈의숲 롯데캐슬,강북구,37.618641,127.03624,15.0,꿈의숲 롯데캐슬 (강북구)<br>거치대 수: 15.0
북서울 꿈의숲 서문,강북구,37.622688,127.037811,15.0,북서울 꿈의숲 서문 (강북구)<br>거치대 수: 15.0
개화동상사마을종점 버스정류장,강서구,37.581612,126.798599,10.0,개화동상사마을종점 버스정류장 (강서구)<br>거치대 수: 10.0
방화사거리 마을버스 버스정류장,강서구,37.573643,126.811806,10.0,방화사거리 마을버스 버스정류장 (강서구)<br>거치대 수: 10.0
방화역 4번출구앞,강서구,37.577221,126.812195,10.0,방화역 4번출구앞 (강서구)<br>거치대 수: 10.0
방화근린공원,강서구,37.581623,126.812653,10.0,방화근린공원 (강서구)<br>거치대 수: 10.0
신방화사거리,강서구,37.573032,126.816452,10.0,신방화사거리 (강서구)<br>거치대 수: 10.0
공항시장역 2번출구 뒤,강서구,37.56356,126.81015,9.0,공항시장역 2번출구 뒤 (강서구)<br>거치대 수: 9.0
공항시장역 4번출구,강서구,37.563347,126.810486,6.0,공항시장역 4번출구 (강서구)<br>거치대 수: 6.0
공항중학교앞,강서구,37.562683,126.816238,10.0,공항중학교앞 (강서구)<br>거치대 수: 10.0
마곡엠밸리6_7단지 마곡중학교,강서구,37.566982,126.8218,15.0,마곡엠밸리6_7단지 마곡중학교 (강서구)<br>거치대 수: 15.0
마곡엠밸리4단지 정문,강서구,37.568577,126.824776,15.0,마곡엠밸리4단지 정문 (강서구)<br>거치대 수: 15.0
서남환경공원 버스정류장,강서구,37.573093,126.822899,15.0,서남환경공원 버스정류장 (강서구)<br>거치대 수: 15.0
서남물재생센터 버스정류장,강서구,37.572781,126.826279,15.0,서남물재생센터 버스정류장 (강서구)<br>거치대 수: 15.0
등촌역 1번출구옆,강서구,37.551666,126.86409,10.0,등촌역 1번출구옆 (강서구)<br>거치대 수: 10.0
스타벅스앞,강서구,37.558197,126.844261,10.0,스타벅스앞 (강서구)<br>거치대 수: 10.0
증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,37.557461,126.861458,10.0,증미역 3번출구뒤(등촌두산위브센티움오피스텔) (강서구)<br>거치대 수: 10.0
염창동 한마음아파트앞(염창동 빛나는 음악학원앞),강서구,37.554253,126.867561,6.0,염창동 한마음아파트앞(염창동 빛나는 음악학원앞) (강서구)<br>거치대 수: 6.0
대림경동아파트앞,강서구,37.565189,126.853996,25.0,대림경동아파트앞 (강서구)<br>거치대 수: 25.0
가양레포츠센터앞,강서구,37.559479,126.86438,15.0,가양레포츠센터앞 (강서구)<br>거치대 수: 15.0
황금내근린공원,강서구,37.561932,126.863869,10.0,황금내근린공원 (강서구)<br>거치대 수: 10.0
발산역 6번출구옆(다이소앞),강서구,37.557968,126.838287,10.0,발산역 6번출구옆(다이소앞) (강서구)<br>거치대 수: 10.0
명덕고교입구(영종빌딩),강서구,37.552914,126.836571,10.0,명덕고교입구(영종빌딩) (강서구)<br>거치대 수: 10.0
우장산역 1번출구옆(우장산아이파크105동앞),강서구,37.548908,126.836563,7.0,우장산역 1번출구옆(우장산아이파크105동앞) (강서구)<br>거치대 수: 7.0
화곡역(에이스정형외과앞) 버스정류장,강서구,37.540981,126.838547,10.0,화곡역(에이스정형외과앞) 버스정류장 (강서구)<br>거치대 수: 10.0
