대여소명,자치구,lat,long,LCD거치대수,text
광양중학교 앞,광진구,37.530235,127.08683,10.0,광양중학교 앞 (광진구)<br>거치대 수: 10.0
광진메디칼 앞,광진구,37.548405,127.069366,10.0,광진메디칼 앞 (광진구)<br>거치대 수: 10.0
군자교교차로,광진구,37.559795,127.074203,10.0,군자교교차로 (광진구)<br>거치대 수: 10.0
군자역 7번출구 베스트샵 앞,광진구,37.55603,127.078644,8.0,군자역 7번출구 베스트샵 앞 (광진구)<br>거치대 수: 8.0
강변역 4번출구 뒤,광진구,37.535465,127.094482,19.0,강변역 4번출구 뒤 (광진구)<br>거치대 수: 19.0
구의공원(테크노마트 앞),광진구,37.535969,127.094673,20.0,구의공원(테크노마트 앞) (광진구)<br>거치대 수: 20.0
광남중학교,광진구,37.54073,127.102905,20.0,광남중학교 (광진구)<br>거치대 수: 20.0
잠실대교북단 교차로,광진구,37.532478,127.085091,8.0,잠실대교북단 교차로 (광진구)<br>거치대 수: 8.0
자양나들목,광진구,37.52977,127.07486,20.0,자양나들목 (광진구)<br>거치대 수: 20.0
아차산역 3번출구,광진구,37.551224,127.089706,10.0,아차산역 3번출구 (광진구)<br>거치대 수: 10.0
구의삼성쉐르빌 앞,광진구,37.540062,127.094498,10.0,구의삼성쉐르빌 앞 (광진구)<br>거치대 수: 10.0
대림아크로리버 앞,광진구,37.536579,127.092972,10.0,대림아크로리버 앞 (광진구)<br>거치대 수: 10.0
중곡 성원APT 앞,광진구,37.571255,127.079803,19.0,중곡 성원APT 앞 (광진구)<br>거치대 수: 19.0
구의3동주민센터,광진구,37.537849,127.092171,9.0,구의3동주민센터 (광진구)<br>거치대 수: 9.0
어린이대공원역6번출구,광진구,37.548496,127.07476,20.0,어린이대공원역6번출구 (광진구)<br>거치대 수: 20.0
국립정신 건강센터 앞,광진구,37.56538,127.08651,20.0,국립정신 건강센터 앞 (광진구)<br>거치대 수: 20.0
구의문주차장 앞,광진구,37.545231,127.084732,10.0,구의문주차장 앞 (광진구)<br>거치대 수: 10.0
아차산역4번출구,광진구,37.551849,127.088982,40.0,아차산역4번출구 (광진구)<br>거치대 수: 40.0
중앙농협 중곡지점,광진구,37.564293,127.086937,10.0,중앙농협 중곡지점 (광진구)<br>거치대 수: 10.0
광나루역 3번 출구,광진구,37.54483,127.104263,10.0,광나루역 3번 출구 (광진구)<br>거치대 수: 10.0
광진청소년수련관,광진구,37.546547,127.106133,10.0,광진청소년수련관 (광진구)<br>거치대 수: 10.0
광진광장 교통섬,광진구,37.547829,127.072632,20.0,광진광장 교통섬 (광진구)<br>거치대 수: 20.0
뚝섬 유원지역,광진구,37.532688,127.067497,20.0,뚝섬 유원지역 (광진구)<br>거치대 수: 20.0
건국대학교 (입학정보관),광진구,37.53989,127.073364,20.0,건국대학교 (입학정보관) (광진구)<br>거치대 수: 20.0
건국대학교 (행정관),광진구,37.542778,127.075371,5.0,건국대학교 (행정관) (광진구)<br>거치대 수: 5.0
건국대학교 학생회관,광진구,37.541912,127.077637,30.0,건국대학교 학생회관 (광진구)<br>거치대 수: 30.0
자양중앙나들목,광진구,37.528587,127.077873,5.0,자양중앙나들목 (광진구)<br>거치대 수: 5.0
세종대학교(학술정보원),광진구,37.551373,127.07444,15.0,세종대학교(학술정보원) (광진구)<br>거치대 수: 15.0
신도림동주민센터 앞,구로구,37.507332,126.87973,10.0,신도림동주민센터 앞 (구로구)<br>거치대 수: 10.0
도림천역 1번 출구 앞,구로구,37.51424,126.882874,10.0,도림천역 1번 출구 앞 (구로구)<br>거치대 수: 10.0
신도림역 1번 출구 앞,구로구,37.50972,126.890099,20.0,신도림역 1번 출구 앞 (구로구)<br>거치대 수: 20.0
구일우성(아) 육교 밑,구로구,37.489632,126.876259,12.0,구일우성(아) 육교 밑 (구로구)<br>거치대 수: 12.0
해원리바파크 육교 밑,구로구,37.495285,126.872162,10.0,해원리바파크 육교 밑 (구로구)<br>거치대 수: 10.0
낙원교회 맞은편,구로구,37.497505,126.884377,5.0,낙원교회 맞은편 (구로구)<br>거치대 수: 5.0
구로디지털단지역 앞,구로구,37.48494,126.901321,10.0,구로디지털단지역 앞 (구로구)<br>거치대 수: 10.0
한신휴아파트 앞,구로구,37.4888,126.890663,10.0,한신휴아파트 앞 (구로구)<br>거치대 수: 10.0
구로리공원,구로구,37.491032,126.892151,10.0,구로리공원 (구로구)<br>거치대 수: 10.0
대림역4번출구,구로구,37.494404,126.894447,10.0,대림역4번출구 (구로구)<br>거치대 수: 10.0
구로중학교앞,구로구,37.494141,126.889984,10.0,구로중학교앞 (구로구)<br>거치대 수: 10.0
서울미래초등학교 사거리,구로구,37.504379,126.888298,10.0,서울미래초등학교 사거리 (구로구)<br>거치대 수: 10.0
삼부르네상스파크빌,구로구,37.478741,126.895096,10.0,삼부르네상스파크빌 (구로구)<br>거치대 수: 10.0
동양미래대학교 정문 옆,구로구,37.499889,126.867699,20.0,동양미래대학교 정문 옆 (구로구)<br>거치대 수: 20.0
고척스카이돔구장 광장,구로구,37.49947,126.868401,10.0,고척스카이돔구장 광장 (구로구)<br>거치대 수: 10.0
고척근린공원 고척도서관 앞,구로구,37.505135,126.85276,10.0,고척근린공원 고척도서관 앞 (구로구)<br>거치대 수: 10.0
개봉지구대 개봉치안센터,구로구,37.497684,126.853729,7.0,개봉지구대 개봉치안센터 (구로구)<br>거치대 수: 7.0
개봉역(북측광장),구로구,37.494995,126.858253,10.0,개봉역(북측광장) (구로구)<br>거치대 수: 10.0
개봉푸르지오아파트 상가,구로구,37.501583,126.84687,10.0,개봉푸르지오아파트 상가 (구로구)<br>거치대 수: 10.0
개봉역 1번 출구 자전거보관서쪽,구로구,37.494282,126.859215,10.0,개봉역 1번 출구 자전거보관서쪽 (구로구)<br>거치대 수: 10.0
한진아파트 입구,구로구,37.486061,126.852013,15.0,한진아파트 입구 (구로구)<br>거치대 수: 15.0
오류동역 2번출구,구로구,37.493938,126.844055,10.0,오류동역 2번출구 (구로구)<br>거치대 수: 10.0
온수역 북측,구로구,37.49279,126.824524,10.0,온수역 북측 (구로구)<br>거치대 수: 10.0
구로역 광장,구로구,37.503117,126.880386,10.0,구로역 광장 (구로구)<br>거치대 수: 10.0
천왕이펜하우스 4단지 상가 앞,구로구,37.480289,126.8395,20.0,천왕이펜하우스 4단지 상가 앞 (구로구)<br>거치대 수: 20.0
천왕연지타운2단지 앞,구로구,37.482105,126.845726,15.0,천왕연지타운2단지 앞 (구로구)<br>거치대 수: 15.0
천왕역 4번출구 뒤,구로구,37.486385,126.839211,20.0,천왕역 4번출구 뒤 (구로구)<br>거치대 수: 20.0
디지털입구 교차로,구로구,37.482883,126.901039,10.0,디지털입구 교차로 (구로구)<br>거치대 수: 10.0
도야미리숯불갈비 앞,구로구,37.51001,126.88205,10.0,도야미리숯불갈비 앞 (구로구)<br>거치대 수: 10.0
구일고등학교 정문,구로구,37.493401,126.874329,15.0,구일고등학교 정문 (구로구)<br>거치대 수: 15.0
강서수도사업소민원센터,구로구,37.495781,126.890121,10.0,강서수도사업소민원센터 (구로구)<br>거치대 수: 10.0
구로구의회 앞,구로구,37.496456,126.889587,10.0,구로구의회 앞 (구로구)<br>거치대 수: 10.0
화광신문사 앞,구로구,37.50285,126.889481,10.0,화광신문사 앞 (구로구)<br>거치대 수: 10.0
신도림테크노근린공원,구로구,37.508194,126.891304,15.0,신도림테크노근린공원 (구로구)<br>거치대 수: 15.0
가리봉동주민센터,구로구,37.481602,126.892799,15.0,가리봉동주민센터 (구로구)<br>거치대 수: 15.0
원메디타운 앞,구로구,37.49789,126.864502,10.0,원메디타운 앞 (구로구)<br>거치대 수: 10.0
삼환로즈빌아파트 105동 옆,구로구,37.497231,126.859192,15.0,삼환로즈빌아파트 105동 옆 (구로구)<br>거치대 수: 15.0
한마을아파트 정문상가,구로구,37.496498,126.863098,10.0,한마을아파트 정문상가 (구로구)<br>거치대 수: 10.0
참새공원(백곡경노당),구로구,37.505138,126.844337,10.0,참새공원(백곡경노당) (구로구)<br>거치대 수: 10.0
동인오피스텔 건너편 소공원,구로구,37.498482,126.847504,12.0,동인오피스텔 건너편 소공원 (구로구)<br>거치대 수: 12.0
궁동생태공원,구로구,37.501904,126.828964,10.0,궁동생태공원 (구로구)<br>거치대 수: 10.0
오정초교 앞 보도육교,구로구,37.490723,126.826393,10.0,오정초교 앞 보도육교 (구로구)<br>거치대 수: 10.0
오리로와 서해안도로 교차로 앞,구로구,37.488598,126.836494,10.0,오리로와 서해안도로 교차로 앞 (구로구)<br>거치대 수: 10.0
신도림2차e편한세상아파트 203동 앞,구로구,37.50518,126.882538,10.0,신도림2차e편한세상아파트 203동 앞 (구로구)<br>거치대 수: 10.0
대림역 1번 출입구 밑,구로구,37.49258,126.894737,10.0,대림역 1번 출입구 밑 (구로구)<br>거치대 수: 10.0
남구로역 5번 출입구 앞,구로구,37.48568,126.886703,10.0,남구로역 5번 출입구 앞 (구로구)<br>거치대 수: 10.0
천왕역 1번 출입구 앞,구로구,37.48621,126.838821,15.0,천왕역 1번 출입구 앞 (구로구)<br>거치대 수: 15.0
구로1동우체국 앞,구로구,37.492031,126.873772,10.0,구로1동우체국 앞 (구로구)<br>거치대 수: 10.0
천왕이펜하우스5단지 앞,구로구,37.479431,126.842697,10.0,천왕이펜하우스5단지 앞 (구로구)<br>거치대 수: 10.0
구로동롯데아파트,구로구,37.502548,126.883881,10.0,구로동롯데아파트 (구로구)<br>거치대 수: 10.0
구로구청,구로구,37.495266,126.888474,10.0,구로구청 (구로구)<br>거치대 수: 10.0
구로도서관,구로구,37.498516,126.891991,20.0,구로도서관 (구로구)<br>거치대 수: 20.0
태평양물산빌딩,구로구,37.484859,126.895187,15.0,태평양물산빌딩 (구로구)<br>거치대 수: 15.0
개봉아이파크아파트 앞,구로구,37.490341,126.860931,15.0,개봉아이파크아파트 앞 (구로구)<br>거치대 수: 15.0
고척LIGA아파트 앞,구로구,37.50605,126.860786,20.0,고척LIGA아파트 앞 (구로구)<br>거치대 수: 20.0
오류동역 맞은편,구로구,37.496761,126.844963,10.0,오류동역 맞은편 (구로구)<br>거치대 수: 10.0
구로구배드민턴실내체육관 앞,구로구,37.491798,126.83242,19.0,구로구배드민턴실내체육관 앞 (구로구)<br>거치대 수: 19.0
금강수목원아파트 앞,구로구,37.48938,126.834198,10.0,금강수목원아파트 앞 (구로구)<br>거치대 수: 10.0
삼성전자 물류센터 앞,구로구,37.496998,126.87178,10.0,삼성전자 물류센터 앞 (구로구)<br>거치대 수: 10.0
구일역 1번 출입구 앞,구로구,37.495399,126.87101,20.0,구일역 1번 출입구 앞 (구로구)<br>거치대 수: 20.0
고척교 교차로,구로구,37.498569,126.871521,8.0,고척교 교차로 (구로구)<br>거치대 수: 8.0
수궁동 성당 주변,구로구,37.495258,126.830658,15.0,수궁동 성당 주변 (구로구)<br>거치대 수: 15.0
신도림4차 e편한세상 아파트 1109동 앞,구로구,37.512329,126.886833,15.0,신도림4차 e편한세상 아파트 1109동 앞 (구로구)<br>거치대 수: 15.0
대륭포스트타워1차,구로구,37.484371,126.895424,30.0,대륭포스트타워1차 (구로구)<br>거치대 수: 30.0
독산역 2번출구 자전거주차장,금천구,37.46653,126.888718,10.0,독산역 2번출구 자전거주차장 (금천구)<br>거치대 수: 10.0
서울디지털운동장 앞,금천구,37.482288,126.877769,10.0,서울디지털운동장 앞 (금천구)<br>거치대 수: 10.0
에이스하이엔드타워9차 앞,금천구,37.486214,126.878639,10.0,에이스하이엔드타워9차 앞 (금천구)<br>거치대 수: 10.0
에이스하이엔드타워8차 앞,금천구,37.473209,126.884941,20.0,에이스하이엔드타워8차 앞 (금천구)<br>거치대 수: 20.0
LG전자 별관동(호서대 벤처타워 맞은편),금천구,37.470779,126.885155,10.0,LG전자 별관동(호서대 벤처타워 맞은편) (금천구)<br>거치대 수: 10.0
갑을그레이트밸리 앞,금천구,37.479031,126.887299,10.0,갑을그레이트밸리 앞 (금천구)<br>거치대 수: 10.0
두산위브아파트 옆 상가건물 앞,금천구,37.47422,126.894127,8.0,두산위브아파트 옆 상가건물 앞 (금천구)<br>거치대 수: 8.0
금천폭포공원 앞,금천구,37.446861,126.903831,20.0,금천폭포공원 앞 (금천구)<br>거치대 수: 20.0
금천구청 앞 자전거거치대,금천구,37.456478,126.895927,10.0,금천구청 앞 자전거거치대 (금천구)<br>거치대 수: 10.0
신한은행 시흥대로금융센터지점,금천구,37.44334,126.903358,10.0,신한은행 시흥대로금융센터지점 (금천구)<br>거치대 수: 10.0
홈플러스 시흥점 맞은편 다비치안경 앞,금천구,37.451458,126.902115,10.0,홈플러스 시흥점 맞은편 다비치안경 앞 (금천구)<br>거치대 수: 10.0
서울 시흥동우체국 앞,금천구,37.452991,126.900909,10.0,서울 시흥동우체국 앞 (금천구)<br>거치대 수: 10.0
상신정비공업 앞,금천구,37.458912,126.89859,20.0,상신정비공업 앞 (금천구)<br>거치대 수: 20.0
독산근린공원 입구,금천구,37.46455,126.883728,15.0,독산근린공원 입구 (금천구)<br>거치대 수: 15.0
한신아파트 앞 육교 아래,금천구,37.4547,126.891052,10.0,한신아파트 앞 육교 아래 (금천구)<br>거치대 수: 10.0
한신코아 앞,금천구,37.456841,126.888344,20.0,한신코아 앞 (금천구)<br>거치대 수: 20.0
독산보도육교 앞 자전거 보관소,금천구,37.455849,126.893143,20.0,독산보도육교 앞 자전거 보관소 (금천구)<br>거치대 수: 20.0
한양수자인아파트 앞,금천구,37.475319,126.898888,10.0,한양수자인아파트 앞 (금천구)<br>거치대 수: 10.0
홈플러스 금천점 앞,금천구,37.469139,126.897202,10.0,홈플러스 금천점 앞 (금천구)<br>거치대 수: 10.0
빅마켓 금천점 앞,금천구,37.47023,126.895073,15.0,빅마켓 금천점 앞 (금천구)<br>거치대 수: 15.0
메이퀸웨딩컨벤션 앞,금천구,37.4725,126.897957,10.0,메이퀸웨딩컨벤션 앞 (금천구)<br>거치대 수: 10.0
독산역 1번출구 앞 자전거보관소,금천구,37.466541,126.890282,10.0,독산역 1번출구 앞 자전거보관소 (금천구)<br>거치대 수: 10.0
월드메르디앙 벤처센터 2차,금천구,37.479084,126.879044,15.0,월드메르디앙 벤처센터 2차 (금천구)<br>거치대 수: 15.0
STX V타워,금천구,37.47707,126.88443,10.0,STX V타워 (금천구)<br>거치대 수: 10.0
금천구립 독산도서관,금천구,37.467403,126.908142,7.0,금천구립 독산도서관 (금천구)<br>거치대 수: 7.0
수출의 다리 아래,금천구,37.477058,126.885185,20.0,수출의 다리 아래 (금천구)<br>거치대 수: 20.0
솔브레인이엔지 뒤편,금천구,37.475101,126.888069,20.0,솔브레인이엔지 뒤편 (금천구)<br>거치대 수: 20.0
가산동 주민센터,금천구,37.476952,126.891869,10.0,가산동 주민센터 (금천구)<br>거치대 수: 10.0
한울중학교,금천구,37.462574,126.90686,15.0,한울중학교 (금천구)<br>거치대 수: 15.0
독산고등학교,금천구,37.477097,126.911133,10.0,독산고등학교 (금천구)<br>거치대 수: 10.0
롯데캐슬골드파크1차 서문,금천구,37.460289,126.892189,15.0,롯데캐슬골드파크1차 서문 (금천구)<br>거치대 수: 15.0
롯데캐슬골드파크1차 동문,금천구,37.460171,126.896042,15.0,롯데캐슬골드파크1차 동문 (금천구)<br>거치대 수: 15.0
독산주공 14단지 버스정류소,금천구,37.461033,126.8871,10.0,독산주공 14단지 버스정류소 (금천구)<br>거치대 수: 10.0
벽산 디지털밸리 5차,금천구,37.476276,126.885391,10.0,벽산 디지털밸리 5차 (금천구)<br>거치대 수: 10.0
대륭포스트타워5차,금천구,37.481354,126.88694,10.0,대륭포스트타워5차 (금천구)<br>거치대 수: 10.0
코오롱테크노밸리,금천구,37.48016,126.886368,10.0,코오롱테크노밸리 (금천구)<br>거치대 수: 10.0
가산디지털단지 7번출구,금천구,37.481232,126.881485,10.0,가산디지털단지 7번출구 (금천구)<br>거치대 수: 10.0
혜명양로원 담장 옆,금천구,37.451771,126.913399,10.0,혜명양로원 담장 옆 (금천구)<br>거치대 수: 10.0
서울디자인직업전문학교 앞,금천구,37.472481,126.895866,10.0,서울디자인직업전문학교 앞 (금천구)<br>거치대 수: 10.0
가산아네스트 오피스텔 앞,금천구,37.47818,126.897408,10.0,가산아네스트 오피스텔 앞 (금천구)<br>거치대 수: 10.0
성지아파트 옆 도로변,금천구,37.451321,126.897621,10.0,성지아파트 옆 도로변 (금천구)<br>거치대 수: 10.0
모두의학교,금천구,37.478409,126.907372,10.0,모두의학교 (금천구)<br>거치대 수: 10.0
주공14단지,금천구,37.46056,126.887093,15.0,주공14단지 (금천구)<br>거치대 수: 15.0
석수역1번출구 앞 (SK주유소),금천구,37.437271,126.902687,10.0,석수역1번출구 앞 (SK주유소) (금천구)<br>거치대 수: 10.0
대륭테크노타운 18차,금천구,37.467999,126.886841,20.0,대륭테크노타운 18차 (금천구)<br>거치대 수: 20.0
석계역 문화광장 내 자전거 보관소,노원구,37.615299,127.064468,20.0,석계역 문화광장 내 자전거 보관소 (노원구)<br>거치대 수: 20.0
광운대역 앞,노원구,37.622662,127.061897,15.0,광운대역 앞 (노원구)<br>거치대 수: 15.0
롯데캐슬 102동 코너(월계주유소건너),노원구,37.624859,127.05014,10.0,롯데캐슬 102동 코너(월계주유소건너) (노원구)<br>거치대 수: 10.0
헬스케어,노원구,37.631622,127.061615,10.0,헬스케어 (노원구)<br>거치대 수: 10.0
태릉입구역 3번출구,노원구,37.619171,127.074928,10.0,태릉입구역 3번출구 (노원구)<br>거치대 수: 10.0
공릉역 1번 출구 앞,노원구,37.626614,127.072754,10.0,공릉역 1번 출구 앞 (노원구)<br>거치대 수: 10.0
화랑대역 2번출구 앞,노원구,37.620369,127.083641,20.0,화랑대역 2번출구 앞 (노원구)<br>거치대 수: 20.0
과기대 입구(우),노원구,37.62994,127.076553,20.0,과기대 입구(우) (노원구)<br>거치대 수: 20.0
하계2동 공항버스정류장 옆,노원구,37.635109,127.068329,10.0,하계2동 공항버스정류장 옆 (노원구)<br>거치대 수: 10.0
하계동 중평어린이공원 앞,노원구,37.63715,127.063271,20.0,하계동 중평어린이공원 앞 (노원구)<br>거치대 수: 20.0
중계동 하나프라자빌딩 앞(중1-1),노원구,37.649021,127.076408,10.0,중계동 하나프라자빌딩 앞(중1-1) (노원구)<br>거치대 수: 10.0
중계동 노원구민체육센터 옆(중1-2),노원구,37.648209,127.070221,10.0,중계동 노원구민체육센터 옆(중1-2) (노원구)<br>거치대 수: 10.0
노원 구민회관,노원구,37.638649,127.066292,20.0,노원 구민회관 (노원구)<br>거치대 수: 20.0
상계역(4번출구),노원구,37.66,127.072968,20.0,상계역(4번출구) (노원구)<br>거치대 수: 20.0
수락산역 4번출구,노원구,37.676941,127.055099,13.0,수락산역 4번출구 (노원구)<br>거치대 수: 13.0
노일초등학교 앞,노원구,37.673618,127.055252,10.0,노일초등학교 앞 (노원구)<br>거치대 수: 10.0
수연빌딩 앞,노원구,37.67625,127.055504,10.0,수연빌딩 앞 (노원구)<br>거치대 수: 10.0
당고개공원 대여소,노원구,37.669079,127.077591,15.0,당고개공원 대여소 (노원구)<br>거치대 수: 15.0
상계3.4동 주민센터 대여소,노원구,37.67271,127.08316,11.0,상계3.4동 주민센터 대여소 (노원구)<br>거치대 수: 11.0
백병원 사거리 농협은행 앞,노원구,37.649212,127.061768,10.0,백병원 사거리 농협은행 앞 (노원구)<br>거치대 수: 10.0
KT 노원점 건물 앞,노원구,37.654701,127.0634,15.0,KT 노원점 건물 앞 (노원구)<br>거치대 수: 15.0
희성오피앙,노원구,37.680313,127.055069,10.0,희성오피앙 (노원구)<br>거치대 수: 10.0
한내근린공원 북측,노원구,37.623863,127.068489,10.0,한내근린공원 북측 (노원구)<br>거치대 수: 10.0
한내근린공원 남측,노원구,37.621555,127.069511,15.0,한내근린공원 남측 (노원구)<br>거치대 수: 15.0
서울여대 남문,노원구,37.625435,127.088493,7.0,서울여대 남문 (노원구)<br>거치대 수: 7.0
태릉입구역 8번출구,노원구,37.617367,127.075211,10.0,태릉입구역 8번출구 (노원구)<br>거치대 수: 10.0
삼육대 입구,노원구,37.638489,127.107903,20.0,삼육대 입구 (노원구)<br>거치대 수: 20.0
중계근린공원내,노원구,37.63958,127.065102,20.0,중계근린공원내 (노원구)<br>거치대 수: 20.0
맥도날드 상계점 앞,노원구,37.672375,127.055992,20.0,맥도날드 상계점 앞 (노원구)<br>거치대 수: 20.0
파르코 앞,노원구,37.68,127.05558,10.0,파르코 앞 (노원구)<br>거치대 수: 10.0
노원역1번출구,노원구,37.6562,127.063622,10.0,노원역1번출구 (노원구)<br>거치대 수: 10.0
당고개입구 오거리,노원구,37.663792,127.075447,15.0,당고개입구 오거리 (노원구)<br>거치대 수: 15.0
공릉1단지아파트,노원구,37.631111,127.07016,15.0,공릉1단지아파트 (노원구)<br>거치대 수: 15.0
중앙하이츠 아파트 입구,노원구,37.654999,127.067436,10.0,중앙하이츠 아파트 입구 (노원구)<br>거치대 수: 10.0
노원구청,노원구,37.654049,127.057327,20.0,노원구청 (노원구)<br>거치대 수: 20.0
중계동 을지중학교,노원구,37.65033,127.071602,10.0,중계동 을지중학교 (노원구)<br>거치대 수: 10.0
서울시립과학관,노원구,37.642071,127.076622,8.0,서울시립과학관 (노원구)<br>거치대 수: 8.0
당현천근린공원,노원구,37.649639,127.065605,10.0,당현천근린공원 (노원구)<br>거치대 수: 10.0
노원역7번출구,노원구,37.654114,127.059151,15.0,노원역7번출구 (노원구)<br>거치대 수: 15.0
동해문화예술관앞,노원구,37.619381,127.057854,20.0,동해문화예술관앞 (노원구)<br>거치대 수: 20.0
노해근린공원내,노원구,37.649361,127.070442,10.0,노해근린공원내 (노원구)<br>거치대 수: 10.0
양지근린공원앞,노원구,37.647335,127.076424,10.0,양지근린공원앞 (노원구)<br>거치대 수: 10.0
노원소방서인근,노원구,37.655781,127.071777,10.0,노원소방서인근 (노원구)<br>거치대 수: 10.0
중계중학교,노원구,37.654499,127.074387,10.0,중계중학교 (노원구)<br>거치대 수: 10.0
중계역 6번출구,노원구,37.645508,127.063255,10.0,중계역 6번출구 (노원구)<br>거치대 수: 10.0
중계역 3번출구,노원구,37.643757,127.064987,9.0,중계역 3번출구 (노원구)<br>거치대 수: 9.0
노원경찰서교차로,노원구,37.64341,127.071838,15.0,노원경찰서교차로 (노원구)<br>거치대 수: 15.0
인덕대학교,노원구,37.629349,127.054825,15.0,인덕대학교 (노원구)<br>거치대 수: 15.0
상계동수락리버시티,노원구,37.688599,127.053406,15.0,상계동수락리버시티 (노원구)<br>거치대 수: 15.0
노원역 5번출구,노원구,37.653976,127.060974,16.0,노원역 5번출구 (노원구)<br>거치대 수: 16.0
서울북부고용센터앞,노원구,37.653549,127.058083,15.0,서울북부고용센터앞 (노원구)<br>거치대 수: 15.0
월계문화체육센터,노원구,37.626942,127.05513,14.0,월계문화체육센터 (노원구)<br>거치대 수: 14.0
육군사관학교 앞,노원구,37.623165,127.0905,10.0,육군사관학교 앞 (노원구)<br>거치대 수: 10.0
성서대학교 밀알관,노원구,37.648438,127.064445,15.0,성서대학교 밀알관 (노원구)<br>거치대 수: 15.0
삼육대 도서관,노원구,37.64283,127.106667,15.0,삼육대 도서관 (노원구)<br>거치대 수: 15.0
삼육대 제3과학관,노원구,37.642654,127.108383,10.0,삼육대 제3과학관 (노원구)<br>거치대 수: 10.0
현대6차 아파트,노원구,37.645802,127.08226,12.0,현대6차 아파트 (노원구)<br>거치대 수: 12.0
중계종합사회복지관 교차로,노원구,37.656799,127.077606,13.0,중계종합사회복지관 교차로 (노원구)<br>거치대 수: 13.0
노원문화예술회관,노원구,37.650459,127.080887,10.0,노원문화예술회관 (노원구)<br>거치대 수: 10.0
태릉입구역 5번출구,노원구,37.61832,127.07563,20.0,태릉입구역 5번출구 (노원구)<br>거치대 수: 20.0
불암고등학교 앞 횡단보도,노원구,37.64819,127.080482,8.0,불암고등학교 앞 횡단보도 (노원구)<br>거치대 수: 8.0
온수골사거리(스타벅스앞),노원구,37.66114,127.058052,10.0,온수골사거리(스타벅스앞) (노원구)<br>거치대 수: 10.0
마들역 7번출구,노원구,37.665661,127.057297,9.0,마들역 7번출구 (노원구)<br>거치대 수: 9.0
마들역 3번출구,노원구,37.665249,127.057892,10.0,마들역 3번출구 (노원구)<br>거치대 수: 10.0
도봉운전면허시험장,노원구,37.65773,127.059311,10.0,도봉운전면허시험장 (노원구)<br>거치대 수: 10.0
노원정보도서관,노원구,37.660709,127.065331,10.0,노원정보도서관 (노원구)<br>거치대 수: 10.0
온곡초교 교차로,노원구,37.664188,127.06601,10.0,온곡초교 교차로 (노원구)<br>거치대 수: 10.0
원자력 병원,노원구,37.628189,127.082108,15.0,원자력 병원 (노원구)<br>거치대 수: 15.0
녹천역 1번출구 앞,도봉구,37.646172,127.05056,10.0,녹천역 1번출구 앞 (도봉구)<br>거치대 수: 10.0
도봉산광역환승센터앞,도봉구,37.68972,127.045197,15.0,도봉산광역환승센터앞 (도봉구)<br>거치대 수: 15.0
도봉구청 정문앞,도봉구,37.669224,127.046516,8.0,도봉구청 정문앞 (도봉구)<br>거치대 수: 8.0
기업은행 앞,도봉구,37.665665,127.042671,10.0,기업은행 앞 (도봉구)<br>거치대 수: 10.0
도봉구민회관,도봉구,37.654461,127.038513,15.0,도봉구민회관 (도봉구)<br>거치대 수: 15.0
보건소사거리(다비치안경창동점),도봉구,37.65683,127.039848,8.0,보건소사거리(다비치안경창동점) (도봉구)<br>거치대 수: 8.0
쌍문역4번출구 주변,도봉구,37.650127,127.035347,15.0,쌍문역4번출구 주변 (도봉구)<br>거치대 수: 15.0
쌍문동 청소년 랜드,도봉구,37.647266,127.025879,10.0,쌍문동 청소년 랜드 (도봉구)<br>거치대 수: 10.0
도봉문화정보도서관 삼거리,도봉구,37.64463,127.044609,10.0,도봉문화정보도서관 삼거리 (도봉구)<br>거치대 수: 10.0
서울특별시교육청도봉도서관,도봉구,37.653179,127.012787,20.0,서울특별시교육청도봉도서관 (도봉구)<br>거치대 수: 20.0
하나로마트 창동점,도봉구,37.654202,127.050728,10.0,하나로마트 창동점 (도봉구)<br>거치대 수: 10.0
시립창동운동장 입구,도봉구,37.655708,127.050102,15.0,시립창동운동장 입구 (도봉구)<br>거치대 수: 15.0
신도봉사거리 버스정류장,도봉구,37.673283,127.043991,10.0,신도봉사거리 버스정류장 (도봉구)<br>거치대 수: 10.0
도봉구청 옆(중랑천변),도봉구,37.668671,127.047981,27.0,도봉구청 옆(중랑천변) (도봉구)<br>거치대 수: 27.0
창동역 2번출구,도봉구,37.653015,127.046997,12.0,창동역 2번출구 (도봉구)<br>거치대 수: 12.0
창동청소년수련관,도봉구,37.657799,127.050049,15.0,창동청소년수련관 (도봉구)<br>거치대 수: 15.0
방학동학마을도서관,도봉구,37.662079,127.027718,10.0,방학동학마을도서관 (도봉구)<br>거치대 수: 10.0
창1동주민센터,도봉구,37.647503,127.043312,10.0,창1동주민센터 (도봉구)<br>거치대 수: 10.0
삼익세라믹아파트교차로,도봉구,37.658588,127.03521,8.0,삼익세라믹아파트교차로 (도봉구)<br>거치대 수: 8.0
서울도봉초등학교인근,도봉구,37.678677,127.040764,15.0,서울도봉초등학교인근 (도봉구)<br>거치대 수: 15.0
서울북부지방법원,도봉구,37.677666,127.046242,15.0,서울북부지방법원 (도봉구)<br>거치대 수: 15.0
파리바게트앞,도봉구,37.68401,127.045792,10.0,파리바게트앞 (도봉구)<br>거치대 수: 10.0
도봉산역 교차로 앞,도봉구,37.687592,127.045502,10.0,도봉산역 교차로 앞 (도봉구)<br>거치대 수: 10.0
도봉고등학교 맞은편,도봉구,37.6875,127.042557,15.0,도봉고등학교 맞은편 (도봉구)<br>거치대 수: 15.0
