,col_1,행정동,세대수,등록인구,등록인구(남),등록인구(여),여성비율,한국인,한국인(남),한국인(여),외국인,외국인(남),외국인(여),외국인비율,세대당인구,65세이상고령자,평균연령,인구밀도 (명/㎢),면적 (㎢),대학교 수,가로등 수,보안등 수,전체 CCTV수(어린이보호 제외),상가 수,일반 유흥 주점,생활방범 CCTV 수,범죄발생수(유동인구기준),범죄발생수(면적기준),강력범죄,절도범죄,폭력범죄,치안기관,유흥업소 수,초등학교 수,"중,고등학교 수",어린이용 CCTV 수,안전비상벨 수,요리 주점,입시·교과학원,기타 CCTV 수,시설물 CCTV 수,쓰레기단속 CCTV 수
76,북구,산격2동,4703,10606,5180,5426,0.511597209,10527,5141,5386,79,39,40,0.007448614,2.24,2188,47.1,4631,2.29,0,712,653,43,1257,10,35,84.49823808,84.66592191,153,1638,1684,0.0,1.4285714285714288,2.0,1.4285714285714286,2.456140350877193,0.5555555555555556,0.7017543859649121,0.21897810218978103,,0.6060606060606061,1.2903225806451613
77,북구,산격3동,6375,10595,5502,5093,0.480698443,9375,4936,4439,1220,566,654,0.115148655,1.47,1774,43.1,13244,0.8,1,115,452,98,952,1,44,84.41060084,29.57761464,153,1638,1684,0.0,0.21978021978021983,2.0,0.0,2.1052631578947367,0.0,4.385964912280701,0.3284671532846716,,6.515151515151516,3.5483870967741935
78,북구,산격4동,4506,8352,4366,3986,0.477250958,8214,4306,3908,138,60,78,0.016522989,1.82,2151,49.5,11286,0.74,0,179,108,59,361,0,50,66.54056991,27.35929354,153,1638,1684,0.0,0.0,0.0,0.0,2.456140350877193,0.2777777777777778,0.26315789473684204,0.14598540145985403,,0.9090909090909092,0.9677419354838709
79,북구,복현1동,5106,7921,4357,3564,0.449943189,7469,4166,3303,452,191,261,0.057063502,1.46,1072,41.5,20310,0.39,0,124,80,78,482,58,40,63.10678332,14.41908714,153,1638,1684,2.5,6.153846153846154,2.0,0.0,2.1052631578947367,0.0,2.7192982456140347,0.10948905109489052,,4.696969696969697,2.258064516129032
80,북구,복현2동,12715,31481,15578,15903,0.505161844,31038,15377,15661,443,201,242,0.01407198,2.44,4444,42.1,16925,1.86,2,233,166,53,590,1,44,250.8098278,68.76795404,153,1638,1684,0.0,0.10989010989010992,4.0,8.571428571428571,4.7368421052631575,0.2777777777777778,0.7017543859649121,0.7664233576642336,,0.6060606060606061,1.6129032258064515
81,북구,대현동,8911,17602,8915,8687,0.493523463,17052,8602,8450,550,313,237,0.031246449,1.91,3929,46.5,14428,1.22,0,307,55,51,756,9,44,140.2355258,45.10586233,153,1638,1684,0.0,1.6483516483516487,2.0,0.0,2.1052631578947367,0.0,2.3684210526315788,0.25547445255474455,,0.30303030303030304,1.6129032258064515
82,북구,검단동,3164,6432,3239,3193,0.496424129,6261,3111,3150,171,128,43,0.026585821,1.98,1734,51.0,1688,3.81,0,152,151,214,181,0,192,51.24388717,140.8633897,153,1638,1684,0.0,0.0,0.0,2.857142857142857,0.8771929824561404,0.0,0.3508771929824561,0.07299270072992703,,2.7272727272727275,1.2903225806451613
83,북구,무태조야동,15251,36020,18322,17698,0.491338145,35818,18247,17571,202,75,127,0.005607996,2.35,5128,42.2,1549,23.25,0,1661,803,138,1214,2,125,286.9721418,859.5994255,153,1638,1684,2.5,0.10989010989010992,8.0,2.857142857142857,9.649122807017545,0.5555555555555556,2.1929824561403506,1.5693430656934306,,1.5151515151515151,0.9677419354838709
84,북구,관문동,14684,36007,17863,18144,0.503902019,35862,17821,18041,145,42,103,0.004026995,2.44,4888,41.3,2461,14.63,0,1387,646,94,800,5,81,286.8685705,540.9006277,153,1638,1684,2.5,0.4395604395604396,10.0,2.857142857142857,4.7368421052631575,0.5555555555555556,1.1403508771929822,1.0583941605839415,0.11627906976744196,1.0606060606060606,1.2903225806451613
85,북구,태전1동,10750,22265,11132,11133,0.500022457,21984,10997,10987,281,135,146,0.012620705,2.05,3854,44.6,8246,2.7,2,570,524,61,799,0,47,177.3857506,99.82444941,153,1638,1684,0.0,0.10989010989010992,4.0,2.857142857142857,4.2105263157894735,0.5555555555555556,2.894736842105263,0.07299270072992703,,0.7575757575757576,2.903225806451613
86,북구,태전2동,10847,24244,11825,12419,0.512250454,24007,11740,12267,237,85,152,0.009775615,2.21,4085,44.5,14178,1.71,0,421,283,59,932,6,53,193.1524877,63.22215129,153,1638,1684,2.5,0.6593406593406594,4.0,4.285714285714286,5.614035087719298,0.5555555555555556,2.1929824561403506,0.4014598540145986,,0.4545454545454546,0.9677419354838709
87,북구,구암동,13459,34320,16764,17556,0.511538462,34216,16749,17467,104,15,89,0.003030303,2.54,4106,41.9,7782,4.41,0,740,625,91,991,12,64,273.4282039,163.0466007,153,1638,1684,2.5,1.3186813186813189,6.0,10.0,7.368421052631579,1.9444444444444444,3.684210526315789,0.7664233576642336,,3.787878787878788,0.6451612903225806
88,북구,관음동,7428,16043,8084,7959,0.49610422,15957,8061,7896,86,23,63,0.005360593,2.15,3182,47.0,5348,3.0,0,307,384,89,558,3,54,127.8149381,110.9160549,153,1638,1684,0.0,0.3296703296703297,4.0,1.4285714285714286,3.859649122807017,1.3888888888888888,2.0175438596491224,0.18248175182481752,,4.848484848484849,0.9677419354838709
89,북구,읍내동,11684,26245,12964,13281,0.506039246,26156,12942,13214,89,22,67,0.003391122,2.24,4361,44.6,4596,5.71,0,457,530,88,921,2,82,209.0944992,211.1102245,153,1638,1684,2.5,0.21978021978021983,6.0,2.857142857142857,9.12280701754386,0.2777777777777778,1.6666666666666665,0.3284671532846716,,0.6060606060606061,0.6451612903225806
90,북구,동천동,10585,27366,13272,14094,0.515018636,27294,13257,14037,72,15,57,0.002631002,2.58,2786,40.5,24434,1.12,0,714,550,54,1381,30,40,218.0255312,41.4086605,153,1638,1684,2.5,3.736263736263737,6.0,0.0,3.859649122807017,0.8333333333333334,6.842105263157894,3.1751824817518246,,1.6666666666666667,0.9677419354838709
91,북구,국우동,12848,30542,15082,15460,0.5061882,30430,15046,15384,112,36,76,0.003667081,2.37,3037,39.6,1777,17.19,0,1488,334,69,943,2,48,243.3287939,635.5489946,153,1638,1684,2.5,0.0,8.0,7.142857142857143,5.789473684210526,0.0,1.3157894736842104,0.9854014598540146,,2.5757575757575757,1.2903225806451613
92,수성구,소계,171480,413211,199433,213778,0.51735796,411553,198731,212822,1658,702,956,0.004012478,2.4,72078,43.8,5399,76.53,0,0,0,0,0,0,0,2851.0,2851.0,135,1138,1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
93,수성구,범어1동,6249,16285,7730,8555,0.525330058,16227,7707,8520,58,23,35,0.00356156,2.6,2378,41.3,15079,1.08,0,331,31,126,907,15,60,112.3603558,40.23363387,135,1138,1578,5.0,0.6593406593406594,2.0,1.4285714285714286,3.1578947368421053,0.0,2.807017543859649,1.5693430656934306,7.441860465116279,0.15151515151515152,0.0
94,수성구,범어2동,6857,15139,7310,7829,0.517141159,15010,7245,7765,129,65,64,0.008521038,2.19,2381,42.8,13397,1.13,0,182,59,85,1053,4,73,104.4533882,42.0963021,135,1138,1578,0.0,0.4395604395604396,2.0,0.0,4.035087719298246,1.1111111111111112,0.3508771929824561,2.8102189781021893,1.2790697674418605,0.0,0.0
95,수성구,범어3동,6386,17100,8203,8897,0.520292398,17016,8165,8851,84,38,46,0.004912281,2.66,1731,38.5,29483,0.58,0,203,0,52,1104,17,38,117.9835484,21.60695152,135,1138,1578,0.0,1.5384615384615388,4.0,0.0,1.5789473684210527,0.0,3.333333333333333,1.4233576642335768,1.5116279069767442,0.0,0.0
96,수성구,범어4동,6714,19882,9763,10119,0.508952822,19836,9743,10093,46,20,26,0.002313651,2.95,1975,37.9,18409,1.08,0,157,39,83,1107,2,55,137.1782987,40.23363387,135,1138,1578,0.0,0.0,2.0,8.571428571428571,1.5789473684210527,0.0,1.0526315789473681,10.0,3.1395348837209305,0.0,0.0
97,수성구,만촌1동,8910,22238,10819,11419,0.513490422,22167,10793,11374,71,26,45,0.003192733,2.49,4347,44.8,7722,2.88,0,698,212,128,803,1,103,153.4338098,107.2896903,135,1138,1578,2.5,0.10989010989010992,4.0,4.285714285714286,2.6315789473684212,1.1111111111111112,1.1403508771929822,1.0948905109489053,0.5813953488372094,2.878787878787879,0.0
98,수성구,만촌2동,5042,10843,5374,5469,0.504380706,10754,5344,5410,89,30,59,0.00820806,2.13,2094,45.5,6693,1.62,0,298,48,105,596,2,84,74.81260905,60.3504508,135,1138,1578,2.5,0.10989010989010992,4.0,0.0,3.333333333333333,0.0,0.4385964912280701,1.3503649635036497,0.8139534883720931,1.3636363636363638,1.2903225806451613
99,수성구,만촌3동,6856,19327,10110,9217,0.476897604,19174,10021,9153,153,89,64,0.007916386,2.8,2306,40.3,10858,1.78,1,780,179,98,749,1,87,133.3490081,66.31098915,135,1138,1578,0.0,0.0,2.0,10.0,4.912280701754386,0.0,0.7017543859649121,2.7007299270072993,0.34883720930232565,0.4545454545454546,1.2903225806451613
100,수성구,수성1가동,7093,17416,7940,9476,0.544097382,17372,7921,9451,44,19,25,0.002526412,2.45,3749,45.7,30028,0.58,0,81,10,47,643,3,43,120.1638291,21.60695152,135,1138,1578,0.0,0.3296703296703297,2.0,2.857142857142857,1.7543859649122808,0.0,0.9649122807017543,0.9854014598540146,0.2325581395348838,0.15151515151515152,0.0
101,수성구,수성2·3가동,4562,11421,5541,5880,0.514841082,11383,5524,5859,38,17,21,0.003327204,2.5,2022,43.2,17571,0.65,0,0,0,0,0,0,0,78.80059098,24.21468705,135,1138,1578,0.0,0.10989010989010992,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
102,수성구,수성4가동,5748,13985,6505,7480,0.534858777,13945,6493,7452,40,12,28,0.002860207,2.43,3004,47.0,22198,0.63,0,176,51,34,635,4,32,96.49122361,23.46961976,135,1138,1578,0.0,0.10989010989010992,0.0,2.857142857142857,1.4035087719298245,0.0,2.631578947368421,0.43795620437956206,0.11627906976744196,0.0,0.0
103,수성구,황금1동,8175,23047,11014,12033,0.522106999,23011,10994,12017,36,20,16,0.001562025,2.81,3161,41.0,8568,2.69,0,258,228,30,357,0,28,159.0156046,100.211551,135,1138,1578,2.5,0.0,2.0,0.0,1.7543859649122808,0.0,0.17543859649122795,1.313868613138686,0.11627906976744196,0.0,0.0
104,수성구,황금2동,6130,12156,5862,6294,0.517769003,12079,5833,6246,77,29,48,0.006334321,1.97,2273,44.1,10479,1.16,0,157,49,134,988,55,103,83.87181367,43.21390304,135,1138,1578,0.0,5.714285714285714,2.0,2.857142857142857,1.9298245614035088,0.0,3.333333333333333,0.5109489051094891,1.9767441860465116,0.0,4.193548387096774
105,수성구,중동,6293,12646,6261,6385,0.504902736,12567,6231,6336,79,30,49,0.006247035,2.0,2316,44.5,13897,0.91,0,243,81,111,791,9,69,87.2526288,33.90056187,135,1138,1578,0.0,1.3186813186813189,2.0,0.0,1.9298245614035088,0.0,1.2280701754385963,0.43795620437956206,4.767441860465116,0.0,0.0
106,수성구,상동,7797,15896,7723,8173,0.514154504,15767,7670,8097,129,53,76,0.008115249,2.02,3690,47.5,11952,1.33,0,377,290,101,976,3,86,109.6764026,49.54697504,135,1138,1578,0.0,0.0,2.0,1.4285714285714286,4.2105263157894735,0.0,1.6666666666666665,0.8759124087591241,,1.3636363636363638,1.9354838709677418
107,수성구,파동,5371,12117,5790,6327,0.52215895,12089,5779,6310,28,11,17,0.002310803,2.25,3110,48.1,2082,5.82,0,278,322,80,329,0,71,83.60272839,216.8145825,135,1138,1578,2.5,0.0,2.0,1.4285714285714286,1.9298245614035088,0.0,0.7894736842105262,0.43795620437956206,0.930232558139535,0.0,0.0
108,수성구,두산동,7352,14825,7210,7615,0.513659359,14685,7149,7536,140,61,79,0.009443508,2.0,2183,43.4,7525,1.97,0,342,221,176,1513,53,76,102.2869067,73.38912845,135,1138,1578,2.5,3.516483516483517,2.0,0.0,4.56140350877193,1.6666666666666667,9.999999999999998,0.36496350364963503,2.7906976744186047,9.242424242424242,4.516129032258064
109,수성구,지산1동,10478,21243,10127,11116,0.523278256,21139,10091,11048,104,36,68,0.00489573,2.02,4976,48.3,8047,2.64,0,884,169,111,1288,7,87,146.5686852,98.34888279,135,1138,1578,0.0,0.7692307692307694,6.0,2.857142857142857,6.842105263157895,1.6666666666666667,3.771929824561403,0.9489051094890512,0.6976744186046513,2.272727272727273,0.6451612903225806
110,수성구,지산2동,7816,18006,8474,9532,0.529379096,17970,8461,9509,36,13,23,0.001999334,2.3,3961,47.1,9140,1.97,0,201,273,70,759,2,57,124.2346065,73.38912845,135,1138,1578,2.5,0.0,2.0,2.857142857142857,3.508771929824561,2.2222222222222223,1.5789473684210524,0.6569343065693432,0.11627906976744196,1.6666666666666667,0.0
111,수성구,범물1동,5929,11009,4972,6037,0.548369516,10980,4959,6021,29,13,16,0.002634208,1.85,3820,54.0,2024,5.44,0,185,49,50,377,0,21,75.95794642,202.6583039,135,1138,1578,0.0,0.0,4.0,1.4285714285714286,4.385964912280702,1.6666666666666667,0.7017543859649121,0.29197080291970806,0.4651162790697675,3.6363636363636367,0.0
112,수성구,범물2동,6588,16705,8053,8652,0.517928764,16675,8044,8631,30,9,21,0.00179587,2.53,2999,44.5,7170,2.33,0,240,60,46,396,1,36,115.2581974,86.80033974,135,1138,1578,0.0,0.0,2.0,1.4285714285714286,4.56140350877193,2.2222222222222223,0.7017543859649121,0.7299270072992701,,1.5151515151515151,0.0
113,수성구,고산1동,11696,31427,15213,16214,0.515925796,31356,15185,16171,71,28,43,0.002259204,2.68,4246,41.8,3575,8.79,0,432,0,115,1089,4,79,216.8344429,327.4570757,135,1138,1578,0.0,0.3296703296703297,6.0,5.714285714285714,7.017543859649123,1.1111111111111112,1.5789473684210524,3.9416058394160585,2.3255813953488373,2.272727272727273,0.0
114,수성구,고산2동,10945,28089,13862,14227,0.506497205,28014,13829,14185,75,33,42,0.002670084,2.56,4421,42.8,1148,24.47,0,2760,776,257,1213,0,132,193.8035023,911.5898341,135,1138,1578,2.5,0.0,6.0,4.285714285714286,5.43859649122807,3.8888888888888893,1.5789473684210524,0.9854014598540146,6.744186046511628,10.0,0.0
115,수성구,고산3동,12493,32409,15577,16832,0.519361906,32337,15550,16787,72,27,45,0.002221605,2.59,4935,43.5,6469,5.01,0,435,171,99,805,0,72,223.6098724,186.6393571,135,1138,1578,2.5,0.0,6.0,1.4285714285714286,5.614035087719298,0.5555555555555556,2.1929824561403506,1.4598540145985401,0.2325581395348838,3.6363636363636367,0.0
116,달서구,소계,235883,547387,269892,277495,0.506944812,536989,263961,273028,10398,5931,4467,0.018995701,2.28,89178,44.0,8776,62.37,0,0,0,0,0,0,0,4436.0,4436.0,228,2064,2144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
117,달서구,성당동,10609,22784,11066,11718,0.514308287,22636,11005,11631,148,61,87,0.006495787,2.13,4987,46.7,11449,1.99,0,332,425,166,1041,18,161,184.6405267,141.5366362,228,2064,2144,2.5,1.7582417582417582,2.0,8.571428571428571,2.982456140350877,0.5555555555555556,3.0701754385964906,0.5474452554744527,0.4651162790697675,0.0,0.0
118,달서구,두류1·2동,8389,14542,7091,7451,0.51237794,14401,7053,7348,141,38,103,0.009696053,1.72,3433,48.2,10934,1.33,0,0,0,0,0,0,0,117.8477238,94.59483726,228,2064,2144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
119,달서구,두류3동,4023,7951,3850,4101,0.515784178,7900,3832,4068,51,18,33,0.006414288,1.96,2025,48.7,7099,1.12,0,165,521,71,763,3,66,64.43455179,79.65881033,228,2064,2144,2.5,0.21978021978021983,2.0,0.0,1.4035087719298245,0.0,4.210526315789473,0.18248175182481752,0.4651162790697675,0.0,0.0
120,달서구,본리동,8015,20162,9938,10224,0.50709255,19804,9762,10042,358,176,182,0.017756175,2.47,2746,42.1,18497,1.09,0,226,45,81,704,18,70,163.3919549,77.52509219,228,2064,2144,0.0,1.6483516483516487,4.0,4.285714285714286,2.807017543859649,0.5555555555555556,1.8421052631578945,0.43795620437956206,1.1627906976744187,0.0,0.0
121,달서구,감삼동,12055,28405,13825,14580,0.513289914,28272,13769,14503,133,56,77,0.004682274,2.35,3983,42.3,24072,1.18,0,326,175,129,1394,14,125,230.1928617,83.92624659,228,2064,2144,2.5,1.978021978021978,4.0,0.0,3.333333333333333,0.0,3.0701754385964906,0.6204379562043796,0.34883720930232565,0.0,0.0
122,달서구,죽전동,6780,13125,6461,6664,0.507733333,12981,6395,6586,144,66,78,0.010971429,1.91,2431,46.5,17736,0.74,0,68,141,103,906,7,92,106.3644186,52.63171397,228,2064,2144,0.0,0.9890109890109892,2.0,0.0,0.3508771929824561,0.0,1.0526315789473681,0.18248175182481752,1.1627906976744187,0.0,0.0
123,달서구,장기동,7143,17082,8500,8582,0.502400187,16674,8190,8484,408,310,98,0.023884791,2.33,2641,43.8,5493,3.11,0,737,137,119,825,5,107,138.4317713,221.1954465,228,2064,2144,0.0,0.4395604395604396,4.0,1.4285714285714286,1.0526315789473686,0.2777777777777778,2.4561403508771926,1.0583941605839415,1.2790697674418605,0.0,0.0
124,달서구,용산1동,12419,30164,15073,15091,0.500298369,29988,15017,14971,176,56,120,0.00583477,2.41,3986,43.4,23383,1.29,0,913,180,112,970,1,96,244.4477198,91.74987975,228,2064,2144,2.5,0.0,8.0,2.857142857142857,4.035087719298246,0.5555555555555556,2.280701754385965,0.6934306569343066,1.744186046511628,0.0,0.0
125,달서구,용산2동,11332,27919,13987,13932,0.499015008,27702,13876,13826,217,111,106,0.007772485,2.44,3671,44.0,21151,1.32,0,503,154,65,480,1,50,226.2543393,93.88359788,228,2064,2144,2.5,0.0,6.0,8.571428571428571,3.6842105263157894,0.5555555555555556,1.4035087719298245,0.14598540145985403,1.6279069767441863,0.0,0.0
126,달서구,이곡1동,9212,22806,11483,11323,0.496492151,22278,11146,11132,528,337,191,0.023151802,2.42,2927,43.5,12531,1.82,0,364,349,85,811,0,66,184.8188137,129.4455668,228,2064,2144,5.0,0.0,6.0,2.857142857142857,3.1578947368421053,0.8333333333333334,1.4912280701754383,1.532846715328467,2.0930232558139537,0.0,0.0
127,달서구,이곡2동,7076,16360,8341,8019,0.490158924,15872,8017,7855,488,324,164,0.029828851,2.24,2608,45.7,8020,2.04,0,550,407,47,832,50,31,132.5807153,145.0928331,228,2064,2144,0.0,5.824175824175825,2.0,2.857142857142857,0.8771929824561404,1.9444444444444444,2.807017543859649,0.07299270072992703,1.744186046511628,0.0,0.0
128,달서구,신당동,17593,35497,18186,17311,0.487675015,30916,15700,15216,4581,2486,2095,0.129053159,1.76,4697,43.7,3796,9.35,2,1973,1244,178,2472,67,154,287.6661156,665.0088183,228,2064,2144,2.5,7.142857142857144,8.0,2.857142857142857,6.491228070175438,2.7777777777777777,5.701754385964913,0.3284671532846716,2.674418604651163,0.0,0.0
129,달서구,월성1동,13143,40350,19743,20607,0.51070632,40251,19691,20560,99,52,47,0.002453532,3.06,3258,37.0,18509,2.18,0,410,112,53,1376,2,47,326.9946126,155.0501844,228,2064,2144,0.0,0.0,8.0,4.285714285714286,4.385964912280702,1.1111111111111112,1.4912280701754383,4.781021897810219,0.5813953488372094,0.0,0.0
130,달서구,월성2동,8306,16109,8014,8095,0.502514123,15221,7206,8015,888,808,80,0.055124465,1.83,4828,52.4,2557,6.3,0,1613,407,69,435,0,47,130.5466224,448.0808081,228,2064,2144,5.0,0.0,6.0,7.142857142857143,2.280701754385965,3.8888888888888893,0.17543859649122795,0.036496350364963515,2.3255813953488373,0.0,0.0
131,달서구,진천동,21355,51859,25308,26551,0.511984419,51567,25178,26389,292,130,162,0.005630652,2.41,8252,43.4,10149,5.11,0,865,263,186,2023,13,163,420.2630388,363.4433221,228,2064,2144,2.5,1.5384615384615388,10.0,4.285714285714286,8.07017543859649,1.1111111111111112,2.894736842105263,1.4233576642335768,2.2093023255813957,0.0,0.3225806451612903
132,달서구,유천동,10917,33665,16563,17102,0.508005347,33605,16531,17074,60,32,28,0.001782266,3.08,1895,34.1,26932,1.25,0,468,256,38,706,0,24,272.8196687,88.90492224,228,2064,2144,0.0,0.0,8.0,0.0,3.1578947368421053,1.3888888888888888,0.3508771929824561,3.248175182481752,1.5116279069767442,0.0,0.0
133,달서구,상인1동,12948,34969,17068,17901,0.511910549,34889,17040,17849,80,28,52,0.002287741,2.69,5664,43.5,25158,1.39,0,417,136,49,1005,3,39,283.387227,98.86227353,228,2064,2144,2.5,0.3296703296703297,6.0,8.571428571428571,3.1578947368421053,2.2222222222222223,1.3157894736842104,2.5912408759124093,1.0465116279069768,0.0,0.0
134,달서구,상인2동,9220,19092,9435,9657,0.505813953,18970,9390,9580,122,45,77,0.006390111,2.06,3348,45.1,21213,0.9,0,214,108,105,1181,2,97,154.7207223,64.01154401,228,2064,2144,2.5,0.0,2.0,0.0,2.807017543859649,0.2777777777777778,6.491228070175438,0.6934306569343066,0.8139534883720931,0.0,0.0
135,달서구,상인3동,6163,10847,5160,5687,0.524292431,10781,5135,5646,66,25,41,0.006084632,1.75,3638,54.2,2948,3.68,0,293,219,94,348,13,81,87.9036075,261.7360911,228,2064,2144,2.5,1.8681318681318686,4.0,2.857142857142857,2.456140350877193,2.5,1.9298245614035086,0.0,1.3953488372093024,0.0,0.0
136,달서구,도원동,13808,34398,16567,17831,0.518373161,34323,16546,17777,75,21,54,0.002180359,2.49,6420,46.0,3230,10.65,0,496,360,84,615,10,61,278.7598682,757.4699375,228,2064,2144,5.0,0.9890109890109892,8.0,5.714285714285714,3.508771929824561,1.1111111111111112,1.3157894736842104,0.5474452554744527,2.558139534883721,0.0,0.0
137,달서구,송현1동,10122,19063,9490,9573,0.502176992,18645,9254,9391,418,236,182,0.021927294,1.84,4325,48.4,7749,2.46,0,217,92,156,818,6,146,154.4857076,174.964887,228,2064,2144,0.0,0.6593406593406594,2.0,0.0,4.56140350877193,0.2777777777777778,1.2280701754385963,0.25547445255474455,1.0465116279069768,0.0,0.0
138,달서구,송현2동,9224,17996,8670,9326,0.518226273,17433,8369,9064,563,301,262,0.03128473,1.89,4655,50.1,18553,0.97,0,230,213,107,995,11,104,145.8387868,68.99021966,228,2064,2144,2.5,1.3186813186813189,4.0,4.285714285714286,2.982456140350877,0.0,3.421052631578947,0.25547445255474455,0.2325581395348838,0.0,0.0
139,달서구,본동,6031,12242,6073,6169,0.503920928,11880,5859,6021,362,214,148,0.029570332,1.97,2760,48.7,11129,1.1,1,294,125,82,518,8,75,99.20862571,78.23633157,228,2064,2144,0.0,1.098901098901099,2.0,0.0,2.280701754385965,0.8333333333333334,1.6666666666666665,0.10948905109489052,0.6976744186046513,0.0,0.0
