col_1,행정동,유흥업소 수,초등학교 수,"중,고등학교 수",요리 주점,입시·교과학원,등록인구_scaled,여성비율_scaled,외국인비율_scaled,고령자 비율_scaled,총점,치안기관,어린이용 CCTV 수,안전비상벨 수,기타 CCTV 수,시설물 CCTV 수,쓰레기단속 CCTV 수,가로등 수_scaled,보안등 수_scaled,생활방범 CCTV 수_scaled,총점,순위험도
수성구,지산1동,0.769230769,6,2.857142857,3.771929825,0.948905109,0.358842425,7.450757255,0.261485242,6.121521122,2.635054054,0,6.842105263,1.666666667,0.697674419,2.272727273,0.64516129,3.202898551,1.222865412,2.164179104,2.368437346,0.266616708
수성구,지산2동,0,2,2.857142857,1.578947368,0.656934307,0.299527053,8.070595482,0.03430113,5.630991594,1.908483142,2.5,3.50877193,2.222222222,0.11627907,1.666666667,0,0.72826087,1.975397974,1.417910448,1.608201544,0.300281597
수성구,범물1동,0,4,1.428571429,0.701754386,0.291970803,0.171312763,10,0.084098632,10,2.441720018,0,4.385964912,1.666666667,0.465116279,3.636363636,0,0.670289855,0.354558611,0.52238806,1.024932877,1.41678714
수성구,범물2동,0,2,1.428571429,0.701754386,0.729927007,0.275687294,6.907255109,0.01834206,4.239340703,1.534655375,0,4.561403509,2.222222222,0,1.515151515,0,0.869565217,0.434153401,0.895522388,1.141227438,0.393427938
수성구,고산1동,0.32967033,6,5.714285714,1.578947368,3.941605839,0.545455878,6.703755897,0.054684508,2.711287753,2.234295088,0,7.01754386,1.111111111,2.325581395,2.272727273,0,1.565217391,0,1.965174129,1.910792364,0.323502725
수성구,고산2동,0,6,4.285714286,1.578947368,0.98540146,0.484289764,5.74582205,0.086912632,3.477916663,1.955377794,2.5,5.438596491,3.888888889,6.744186047,10,0,10,5.615050651,3.28358209,5.168830332,-3.213452538
수성구,고산3동,0,6,1.428571429,2.192982456,1.459854015,0.563450223,7.052860664,0.051735362,3.301787452,2.116027193,2.5,5.614035088,0.555555556,0.23255814,3.636363636,0,1.576086957,1.237337192,1.791044776,2.028233201,0.087793993
달서구,소계,0,0,0,0,0,10,5.791298399,1.367442225,3.667915379,4.379058729,0,0,0,0,0,0,0,0,0,0,4.379058729
달서구,성당동,1.758241758,2,8.571428571,3.070175439,0.547445255,0.387079987,6.539418869,0.386988636,5.593132595,2.427828625,2.5,2.98245614,0.555555556,0.465116279,0,0,1.202898551,3.075253256,4.004975124,2.520416401,-0.092587777
달서구,두류1·2동,0,0,0,0,0,0.236052092,6.343297866,0.638007346,6.184574334,1.287133806,0,0,0,0,0,0,0,0,0,0,1.287133806
달서구,두류3동,0.21978022,2,0,4.210526316,0.182481752,0.115277419,6.689367673,0.380596113,6.824759977,1.977746692,2.5,1.403508772,0,0.465116279,0,0,0.597826087,3.769898698,1.641791045,1.46818096,0.509565732
달서구,본리동,1.648351648,4,4.285714286,1.842105263,0.437956204,0.339033986,5.806308408,1.270217739,2.748785348,2.045438864,0,2.807017544,0.555555556,1.162790698,0,0,0.81884058,0.325615051,1.741293532,1.144396706,0.901042158
달서구,감삼동,1.978021978,4,0,3.070175439,0.620437956,0.490080205,6.43595336,0.24474243,2.887244277,2.227178699,2.5,3.333333333,0,0.348837209,0,0,1.18115942,1.266280753,3.109452736,2.02483205,0.202346649
달서구,죽전동,0.989010989,2,0,1.052631579,0.182481752,0.210086728,5.871411213,0.738043792,4.435143294,1.589759548,0,0.350877193,0,1.162790698,0,0,0.246376812,1.020260492,2.288557214,1.028968247,0.5607913
달서구,장기동,0.43956044,4,1.428571429,2.456140351,1.058394161,0.28259551,5.329569801,1.750926931,3.382099827,1.775531467,0,1.052631579,0.277777778,1.279069767,0,0,2.670289855,0.991316932,2.661691542,1.681690744,0.093840723
달서구,용산1동,0,8,2.857142857,2.280701754,0.693430657,0.522312438,5.116027544,0.33514056,2.609378978,2.035456255,2.5,4.035087719,0.555555556,1.744186047,0,0,3.307971014,1.302460203,2.388059701,2.31255569,-0.277099435
달서구,용산2동,0,6,8.571428571,1.403508772,0.145985401,0.481174653,4.985639564,0.487128776,2.586786496,1.894567056,2.5,3.684210526,0.555555556,1.627906977,0,0,1.822463768,1.114327062,1.243781095,1.586114677,0.308452379
달서구,이곡1동,0,6,2.857142857,1.49122807,1.532846715,0.387483119,4.729320236,1.6934336,2.478629951,1.727457952,5,3.157894737,0.833333333,2.093023256,0,0,1.31884058,2.525325615,1.641791045,2.005727802,-0.278269851
달서구,이곡2동,5.824175824,2,2.857142857,2.807017544,0.072992701,0.269365452,4.085871761,2.217160136,3.547426005,2.587992874,0,0.877192982,1.944444444,1.744186047,0,0,1.992753623,2.945007236,0.771144279,1.177805836,1.410187038
달서구,신당동,7.142857143,8,2.857142857,5.701754386,0.328467153,0.620035292,3.833509504,10,2.6154596,3.868230479,2.5,6.49122807,2.777777778,2.674418605,0,0,7.148550725,9.001447178,3.830845771,4.672668308,-0.804437829
달서구,월성1동,0,8,4.285714286,1.49122807,4.781021898,0.70896254,6.173463224,0.06992698,0.841199536,2.18327025,0,4.385964912,1.111111111,0.581395349,0,0,1.485507246,0.810419682,1.169154229,1.275045113,0.908225137
달서구,월성2동,0,6,7.142857143,0.175438596,0.03649635,0.264766083,5.341145566,4.201267831,8.373554663,2.174056584,5,2.280701754,3.888888889,2.325581395,0,0,5.844202899,2.945007236,1.169154229,2.771199101,-0.597142518
달서구,진천동,1.538461538,10,4.285714286,2.894736842,1.423357664,0.919855532,6.303316591,0.319130191,3.537469827,2.991592514,2.5,8.070175439,1.111111111,2.209302326,0,0.322580645,3.134057971,1.903039074,4.054726368,3.387436989,-0.395844475
달서구,유천동,0,8,0,0.350877193,3.248175182,0.586465394,5.899047518,0.017275005,0,1.760162411,0,3.157894737,1.388888889,1.511627907,0,0,1.695652174,1.852387844,0.597014925,1.145110434,0.615051977
달서구,상인1동,0.32967033,6,8.571428571,1.315789474,2.591240876,0.610360125,6.295811485,0.05692286,3.635449348,2.291032829,2.5,3.157894737,2.222222222,1.046511628,0,0,1.510869565,0.984081042,0.970149254,1.428677915,0.862354914
달서구,상인2동,0,2,0,6.49122807,0.693430657,0.319427113,5.676404444,0.378699746,4.096041921,1.933996408,2.5,2.807017544,0.277777778,0.813953488,0,0,0.775362319,0.781476122,2.412935323,1.639388975,0.294607432
달서구,상인3동,1.868131868,4,2.857142857,1.929824561,0,0.168344245,7.553796252,0.354738942,9.601080275,2.655186107,2.5,2.456140351,2.5,1.395348837,0,0,1.061594203,1.584659913,2.014925373,1.731204817,0.92398129
달서구,도원동,0.989010989,8,5.714285714,1.315789474,0.547445255,0.599897018,6.952405325,0.048500157,4.48398111,2.59033538,5,3.50877193,1.111111111,2.558139535,0,0,1.797101449,2.604920405,1.517412935,2.123823159,0.466512222
달서구,송현1동,0.659340659,2,0,1.228070175,0.255474453,0.318895712,5.306893449,1.597387078,5.868249689,1.630316359,0,4.561403509,0.277777778,1.046511628,0,0,0.786231884,0.665701881,3.631840796,1.991125911,-0.360809552
달서구,송현2동,1.318681319,4,4.285714286,3.421052632,0.255474453,0.299343811,6.937481676,2.331354665,6.961796885,2.570304761,2.5,2.98245614,0,0.23255814,0,0,0.833333333,1.541244573,2.587064677,1.767145034,0.803159727
달서구,본동,1.098901099,2,0,1.666666667,0.109489051,0.193906477,5.484075312,2.196882726,5.819197631,1.745030286,0,2.280701754,0.833333333,0.697674419,0,0,1.065217391,0.904486252,1.865671642,1.232816649,0.512213637
